id,size,actions,impact,feasibility,attractiveness,positive,negative
00,1,Technician Knowledge and Expertise,26.666666666666668,5,133.33333333333334,"Chad stated the technician was knowledgeable.  (12323743)<BR/>Jason stated the mechanic was knowledgeable and really good.  (13080240)<BR/>","",
