year	benchmark	value	avg
1	1	12.8	9.32
1	2	9.1	9.21
1	3	0	0
1	4	8.2	9.61
1	5	7.4	9.04
1	6	8.5	1.76
1	7	0	9.03
1	8	5.8	9.08
1	9	8.7	9.54
1	10	0	0
1	11	0	0
1	12	5.8	9.43
1	13	6.8	9.37
1	14	6.2	9.38
1	15	7.6	9.26
1	16	13.2	8.56
2	1	6.8	9.26
2	2	5.2	9.29
2	3	0	0
2	4	14.1	9.6
2	5	14.1	8.96
2	6	9.9	1.75
2	7	0	9.06
2	8	10.4	8.92
2	9	5.7	9.39
2	10	0	0
2	11	0	0
2	12	6.8	9.38
2	13	3.6	9.37
2	14	5.7	9.45
2	15	9.9	9.26
2	16	7.8	8.91
3	1	5.6	9.3
3	2	11.1	9.22
3	3	0	0
3	4	13.3	9.64
3	5	6.7	9.16
3	6	4.4	1.81
3	7	0	9.15
3	8	6.7	9.03
3	9	2.2	9.44
3	10	0	0
3	11	0	0
3	12	7.8	9.42
3	13	3.3	9.3
3	14	15.6	9.37
3	15	15.6	9.23
3	16	7.8	8.89
4	1	9.1	9.37
4	2	9.1	9.42
4	3	0	0
4	4	9.1	9.42
4	5	9.1	9.28
4	6	9.1	1.76
4	7	0	9.31
4	8	9.1	9.19
4	9	0	9.55
4	10	0	0
4	11	0	0
4	12	9.1	9.49
4	13	9.1	9.48
4	14	9.1	9.53
4	15	9.1	9.42
4	16	9.1	9
5	1	16.7	9.38
5	2	16.7	9.45
5	3	0	0
5	4	16.7	9.4
5	5	16.7	9.32
5	6	16.7	1.69
5	7	0	0
5	8	16.7	9.26
5	9	0	9.51
5	10	0	0
5	11	0	0
5	12	0	0
5	13	0	9.47
5	14	0	9.54
5	15	0	9.44
5	16	0	0
