year	benchmark	value	avg
1	1	11.1	8.84
1	2	11.1	8.97
1	3	0	0
1	4	11.1	9.14
1	5	11.1	8.4
1	6	11.1	1.78
1	7	0	8.58
1	8	7.4	8.53
1	9	3.7	9.03
1	10	0	0
1	11	0	0
1	12	6.2	8.82
1	13	3.7	8.8
1	14	6.2	9.13
1	15	6.2	8.91
1	16	11.1	8.18
2	1	0	8.98
2	2	11.1	9.11
2	3	0	0
2	4	11.1	9.44
2	5	11.1	8.71
2	6	11.1	1.79
2	7	0	8.83
2	8	11.1	8.61
2	9	11.1	9.14
2	10	0	0
2	11	0	0
2	12	11.1	8.82
2	13	0	8.98
2	14	0	9.36
2	15	11.1	9.03
2	16	11.1	8.71
3	1	10.3	8.82
3	2	10.3	8.84
3	3	0	0
3	4	10.3	9.02
3	5	10.3	8.45
3	6	10.3	1.78
3	7	0	8.59
3	8	6.9	8.37
3	9	3.4	8.96
3	10	0	0
3	11	0	0
3	12	10.3	8.6
3	13	3.4	8.74
3	14	10.3	9.06
3	15	3.4	8.8
3	16	10.3	8.17
4	1	8.3	8.96
4	2	8.3	9.01
4	3	0	0
4	4	8.3	8.93
4	5	8.3	8.75
4	6	8.3	1.73
4	7	0	8.73
4	8	8.3	8.54
4	9	8.3	9.14
4	10	0	0
4	11	8.3	9.28
4	12	8.3	8.68
4	13	0	8.95
4	14	8.3	9.22
4	15	8.3	9.04
4	16	8.3	8.49
5	1	9.1	9
5	2	9.1	9.08
5	3	0	0
5	4	9.1	8.97
5	5	9.1	8.8
5	6	9.1	1.73
5	7	0	8.82
5	8	9.1	8.71
5	9	9.1	9.26
5	10	0	0
5	11	0	9.42
5	12	9.1	8.59
5	13	0	9.1
5	14	9.1	9.3
5	15	9.1	9.3
5	16	9.1	8.77
