year	benchmark	value	avg
1	1	10	9.2
1	2	5	9.31
1	3	0	0
1	4	10	9.38
1	5	10	8.94
1	6	10	1.82
1	7	0	9.5
1	8	10	9.13
1	9	10	9.34
1	10	0	0
1	11	0	0
1	12	5	9.26
1	13	0	9.29
1	14	10	9.28
1	15	10	8.98
1	16	10	9.02
2	1	0	9.22
2	2	10	9.33
2	3	0	0
2	4	10	9.47
2	5	10	9.08
2	6	10	1.8
2	7	0	9.33
2	8	10	9.05
2	9	0	9.49
2	10	0	0
2	11	0	0
2	12	10	9.35
2	13	10	9.36
2	14	10	9.35
2	15	10	9.39
2	16	10	9.09
3	1	8.3	9.24
3	2	8.3	9.27
3	3	0	0
3	4	8.3	9.5
3	5	8.3	9.16
3	6	8.3	1.91
3	7	0	9.61
3	8	8.3	9.15
3	9	8.3	9.51
3	10	0	0
3	11	0	0
3	12	8.3	9.41
3	13	8.3	9.45
3	14	8.3	9.47
3	15	8.3	9.42
3	16	8.3	9.07
4	1	0	0
4	2	0	0
4	3	0	0
4	4	50	9.45
4	5	50	9.27
4	6	0	0
4	7	0	0
4	8	0	0
4	9	0	0
4	10	0	0
4	11	0	0
4	12	0	0
4	13	0	0
4	14	0	0
4	15	0	0
4	16	0	0
5	1	0	0
5	2	0	0
5	3	0	0
5	4	25	9.25
5	5	25	9.25
5	6	0	0
5	7	0	0
5	8	0	0
5	9	0	0
5	10	0	0
5	11	0	0
5	12	0	0
5	13	0	0
5	14	25	9.53
5	15	25	9.49
5	16	0	0
