year	benchmark	value	avg
1	1	8	9.23
1	2	6	9.44
1	3	0	0
1	4	10	9.45
1	5	10	9
1	6	10	1.81
1	7	0	9.16
1	8	10	9.04
1	9	10	9.32
1	10	0	0
1	11	6	9.53
1	12	0	9.24
1	13	10	9.19
1	14	2	9.4
1	15	10	9.15
1	16	8	9.2
2	1	7.7	9.16
2	2	7.7	9.37
2	3	0	0
2	4	7.7	9.42
2	5	7.7	9.01
2	6	7.7	1.86
2	7	0	9.12
2	8	7.7	8.91
2	9	7.7	9.27
2	10	0	0
2	11	7.7	9.46
2	12	7.7	9.32
2	13	7.7	9.15
2	14	7.7	9.31
2	15	7.7	9.14
2	16	7.7	9.22
3	1	8.3	9.29
3	2	8.3	9.38
3	3	0	0
3	4	8.3	9.48
3	5	8.3	9.07
3	6	8.3	1.87
3	7	0	9.39
3	8	8.3	9.18
3	9	8.3	9.42
3	10	0	0
3	11	8.3	9.47
3	12	8.3	9.39
3	13	0	9.39
3	14	8.3	9.38
3	15	8.3	9.12
3	16	8.3	9.13
4	1	10	9.3
4	2	10	9.37
4	3	0	0
4	4	10	9.26
4	5	10	9.19
4	6	3.3	1.67
4	7	0	9.89
4	8	10	9.22
4	9	10	9.52
4	10	0	0
4	11	10	9.53
4	12	0	9.27
4	13	3.3	9.03
4	14	3.3	8.95
4	15	10	9.27
4	16	10	9.21
5	1	10	9.37
5	2	10	9.39
5	3	0	0
5	4	10	9.31
5	5	10	9.32
5	6	0	0
5	7	0	0
5	8	10	9.34
5	9	10	9.5
5	10	0	0
5	11	10	9.58
5	12	0	0
5	13	0	9.26
5	14	10	9.49
5	15	10	9.32
5	16	10	9.28
