year	benchmark	value	avg
1	1	8.2	9.23
1	2	13.4	9.24
1	3	0	0
1	4	13.4	9.42
1	5	4.1	9.06
1	6	13.4	1.84
1	7	0	9.35
1	8	7.2	8.89
1	9	3.1	9.42
1	10	0	0
1	11	0	0
1	12	6.2	9.17
1	13	5.2	9.33
1	14	5.2	9.38
1	15	13.4	9.17
1	16	7.2	8.91
2	1	4.1	9.21
2	2	4.1	9.27
2	3	0	0
2	4	14.9	9.37
2	5	14.9	9.01
2	6	2.7	1.86
2	7	0	9.22
2	8	9.5	8.83
2	9	9.5	9.3
2	10	0	0
2	11	0	0
2	12	6.8	9.26
2	13	5.4	9.32
2	14	8.1	9.45
2	15	14.9	9.34
2	16	5.4	9.16
3	1	0	9.32
3	2	14.3	9.39
3	3	0	0
3	4	0	9.49
3	5	14.3	9.12
3	6	14.3	1.8
3	7	0	9.4
3	8	14.3	8.95
3	9	0	9.44
3	10	0	0
3	11	0	0
3	12	0	9.27
3	13	0	9.41
3	14	14.3	9.46
3	15	14.3	9.29
3	16	14.3	8.95
4	1	4.8	9.42
4	2	9.5	9.52
4	3	0	0
4	4	9.5	9.38
4	5	9.5	9.35
4	6	4.8	1.8
4	7	2.4	9.43
4	8	9.5	9.17
4	9	2.4	9.57
4	10	0	0
4	11	9.5	9.65
4	12	9.5	9.47
4	13	2.4	9.52
4	14	9.5	9.65
4	15	9.5	9.51
4	16	7.1	9.28
5	1	12.1	9.41
5	2	12.1	9.49
5	3	0	0
5	4	12.1	9.46
5	5	5.2	9.32
5	6	0	0
5	7	0	9.33
5	8	12.1	9.12
5	9	3.4	9.58
5	10	0	0
5	11	3.4	9.58
5	12	12.1	9.15
5	13	6.9	9.49
5	14	12.1	9.64
5	15	5.2	9.47
5	16	3.4	9.44
