year	benchmark	value	avg
1	1	0	9.4
1	2	10	9.53
1	3	0	0
1	4	0	9.57
1	5	10	9.09
1	6	10	1.79
1	7	0	9.48
1	8	10	8.92
1	9	10	9.44
1	10	0	0
1	11	0	0
1	12	10	9.39
1	13	10	9.32
1	14	10	9.46
1	15	10	9.21
1	16	10	9.15
2	1	11.1	9.51
2	2	0	9.57
2	3	0	0
2	4	11.1	9.4
2	5	11.1	9.12
2	6	11.1	1.68
2	7	0	9.41
2	8	11.1	8.8
2	9	11.1	9.44
2	10	0	0
2	11	0	0
2	12	11.1	9.5
2	13	0	9.44
2	14	0	9.69
2	15	11.1	9.23
2	16	11.1	9.38
3	1	10.8	9.18
3	2	10.8	9.36
3	3	0	0
3	4	7.7	9.36
3	5	7.7	8.92
3	6	10.8	1.81
3	7	0	9.29
3	8	10.8	8.9
3	9	4.6	9.33
3	10	0	0
3	11	0	0
3	12	10.8	9.25
3	13	4.6	9.17
3	14	4.6	9.45
3	15	6.2	9.15
3	16	10.8	9.14
4	1	0	9.3
4	2	11.1	9.47
4	3	0	0
4	4	11.1	9.24
4	5	11.1	9.23
4	6	0	1.5
4	7	0	9.3
4	8	11.1	9.13
4	9	11.1	9.43
4	10	0	0
4	11	11.1	9.49
4	12	0	9.33
4	13	11.1	9.38
4	14	0	9.54
4	15	11.1	9.33
4	16	11.1	9.13
5	1	9.1	9.39
5	2	9.1	9.59
5	3	0	0
5	4	9.1	9.28
5	5	9.1	9.29
5	6	0	0
5	7	0	9.48
5	8	9.1	9.24
5	9	9.1	9.47
5	10	0	0
5	11	9.1	9.57
5	12	0	0
5	13	9.1	9.45
5	14	9.1	9.62
5	15	9.1	9.53
5	16	9.1	9.35
