year	benchmark	value	avg
1	1	12.6	9.09
1	2	6.1	9.25
1	3	0	0
1	4	12.6	9.49
1	5	9.1	8.85
1	6	6.6	1.88
1	7	0	9.28
1	8	8.6	9.06
1	9	8.1	9.36
1	10	0	0
1	11	0	0
1	12	8.1	8.82
1	13	8.1	9.07
1	14	5.6	9.39
1	15	9.1	9.02
1	16	5.6	8.88
2	1	11.1	9.18
2	2	11.1	9.27
2	3	0	0
2	4	11.1	9.57
2	5	11.1	9.03
2	6	0	0
2	7	0	9.19
2	8	11.1	9.08
2	9	0	9.37
2	10	0	0
2	11	0	0
2	12	11.1	9.13
2	13	0	9.34
2	14	11.1	9.51
2	15	11.1	9.32
2	16	11.1	9.12
3	1	4.8	9.19
3	2	2.4	9.33
3	3	0	0
3	4	14.3	9.57
3	5	14.3	9.01
3	6	0	0
3	7	0	9.15
3	8	7.1	8.96
3	9	2.4	9.37
3	10	0	0
3	11	0	0
3	12	14.3	9.07
3	13	2.4	9.23
3	14	9.5	9.47
3	15	14.3	9.32
3	16	14.3	9.06
4	1	5.1	9.5
4	2	7.7	9.49
4	3	0	0
4	4	15.4	9.43
4	5	15.4	9.23
4	6	0	0
4	7	0	9.32
4	8	15.4	9.19
4	9	5.1	9.64
4	10	0	0
4	11	0	0
4	12	0	9.39
4	13	5.1	9.48
4	14	7.7	9.38
4	15	15.4	9.32
4	16	7.7	9.4
5	1	20	0
5	2	0	0
5	3	0	0
5	4	20	9.39
5	5	20	9.28
5	6	0	0
5	7	0	0
5	8	0	0
5	9	0	0
5	10	0	0
5	11	0	0
5	12	0	0
5	13	0	0
5	14	20	9.53
5	15	20	9.45
5	16	0	0
