year	benchmark	value	avg
1	1	11.1	9.19
1	2	11.1	9.24
1	3	0	0
1	4	11.1	9.54
1	5	11.1	9.11
1	6	11.1	1.82
1	7	0	9.35
1	8	11.1	8.95
1	9	0	9.44
1	10	0	0
1	11	0	9.54
1	12	11.1	9.2
1	13	0	9.36
1	14	11.1	9.49
1	15	0	9.34
1	16	11.1	8.96
2	1	11.1	9.33
2	2	11.1	9.24
2	3	0	0
2	4	11.1	9.54
2	5	11.1	9.15
2	6	7.4	1.75
2	7	0	9.44
2	8	11.1	9.05
2	9	5.6	9.52
2	10	0	0
2	11	7.4	9.5
2	12	0	9.36
2	13	5.6	9.47
2	14	0	9.6
2	15	11.1	9.48
2	16	7.4	9.08
3	1	9.1	9.31
3	2	9.1	9.31
3	3	0	0
3	4	0	9.59
3	5	9.1	9.19
3	6	9.1	1.84
3	7	0	9.43
3	8	9.1	8.97
3	9	4.5	9.5
3	10	0	0
3	11	9.1	9.47
3	12	9.1	9.31
3	13	9.1	9.46
3	14	4.5	9.57
3	15	9.1	9.36
3	16	9.1	9.2
4	1	9.1	9.33
4	2	9.1	9.33
4	3	0	0
4	4	9.1	9.25
4	5	9.1	9.25
4	6	9.1	1.74
4	7	0	9.34
4	8	9.1	8.99
4	9	0	9.52
4	10	0	0
4	11	9.1	9.56
4	12	9.1	9.31
4	13	0	9.45
4	14	9.1	9.6
4	15	9.1	9.45
4	16	9.1	9.1
5	1	8.3	9.27
5	2	8.3	9.27
5	3	0	0
5	4	8.3	9.31
5	5	8.3	9.31
5	6	8.3	1.78
5	7	0	9.4
5	8	8.3	9.01
5	9	8.3	9.53
5	10	0	0
5	11	8.3	9.57
5	12	8.3	9.28
5	13	0	9.39
5	14	8.3	9.61
5	15	8.3	9.54
5	16	8.3	9.22
