year	benchmark	value	avg
1	1	3.3	
1	2	9.8	
1	3	9.8	
1	4	4.9	
1	5	9.8	
1	6	0	
1	7	1.6	
1	8	9.8	
1	9	6.6	
1	10	3.3	
1	11	9.8	
1	12	0	
1	13	0	
1	14	9.8	
1	15	6.6	
1	16	4.9	
1	17	10		
2	1	5	
2	2	10	
2	3	0	
2	4	5	
2	5	10	
2	6	0	
2	7	10	
2	8	10	
2	9	0	
2	10	10	
2	11	10	
2	12	0	
2	13	0	
2	14	13.3	
2	15	3	
2	16	3.4	
2	17	13.3		
3	1	7.3	
3	2	7.7	
3	3	6.4	
3	4	7.3	
3	5	9	
3	6	0	
3	7	13.3	
3	8	6.9	
3	9	0	
3	10	2.8	
3	11	2.8	
3	12	0	
3	13	0	
3	14	11.1	
3	15	11.1	
3	16	2.8	
3	17	2.8		
4	1	5.6	
4	2	11.1	
4	3	11.1	
4	4	11.1	
4	5	0	
4	6	0	
4	7	12.5	
4	8	12.5	
4	9	0	
4	10	0	
4	11	0	
4	12	0	
4	13	0	
4	14	12.5	
4	15	12.5	
4	16	0	
4	17	0		
5	1	12.5	
5	2	12.5	
5	3	12.5	
5	4	12.5	
5	5	0	
5	6	0	
5	7	12.5	
5	8	12.5	
5	9	0	
5	10	0	
5	11	0	
5	12	0	
5	13	0	
5	14	12.5	
5	15	12.5	
5	16	0	
5	17	0		
