year	benchmark	value	avg
1	1	8.3	
1	2	8.3	
1	3	8.3	
1	4	0	
1	5	8.3	
1	6	0	
1	7	8.3	
1	8	8.3	
1	9	0	
1	10	8.3	
1	11	8.3	
1	12	0	
1	13	0	
1	14	8.3	
1	15	8.3	
1	16	8.3	
1	17	11.1		
2	1	0	
2	2	11.1	
2	3	11.1	
2	4	0	
2	5	11.1	
2	6	0	
2	7	11.1	
2	8	11.1	
2	9	0	
2	10	11.1	
2	11	0	
2	12	0	
2	13	0	
2	14	11.1	
2	15	0	
2	16	11.1	
2	17	11.1	
3	1	11.1	
3	2	11.1	
3	3	11.1	
3	4	0	
3	5	11.1	
3	6	0	
3	7	11.1	
3	8	0	
3	9	0	
3	10	7.7	
3	11	7.7	
3	12	0	
3	13	0	
3	14	7.7	
3	15	7.7	
3	16	7.7	
3	17	7.7		
4	1	7.7	
4	2	7.7	
4	3	7.7	
4	4	7.7	
4	5	10	
4	6	0	
4	7	10	
4	8	10	
4	9	0	
4	10	10	
4	11	10	
4	12	0	
4	13	0	
4	14	10	
4	15	0	
4	16	10	
4	17	10		
5	1	0	
5	2	10	
5	3	10	
5	4	0	
5	5	10	
5	6	0	
5	7	10	
5	8	10	
5	9	0	
5	10	10	
5	11	10	
5	12	0	
5	13	0	
5	14	10	
5	15	0	
5	16	10	
5	17	10		
