year	benchmark	value	avg
1	1	3.7	
1	2	11.2	
1	3	6.5	
1	4	4.6	
1	5	13.1	
1	6	5.1	
1	7	6	
1	8	7.2	
1	9	3.8	
1	10	4.2	
1	11	7.4	
1	12	5.7	
1	13	0	
1	14	5.2	
1	15	4.2	
1	16	7.1	
1	17	5.4		
2	1	3.6	
2	2	11.4	
2	3	11.4	
2	4	3.7	
2	5	4.3	
2	6	8.9	
2	7	5.2	
2	8	5.4	
2	9	5.7	
2	10	3.1	
2	11	6.8	
2	12	5.7	
2	13	0	
2	14	7.1	
2	15	7.1	
2	16	7.1	
2	17	7.1		
3	1	0	
3	2	7.1	
3	3	7.1	
3	4	0	
3	5	7.1	
3	6	7.1	
3	7	7.1	
3	8	7.1	
3	9	0	
3	10	8.1	
3	11	8.1	
3	12	8.1	
3	13	0	
3	14	2.7	
3	15	8.1	
3	16	8.1	
3	17	2.7		
4	1	8.1	
4	2	8.1	
4	3	8.1	
4	4	8.1	
4	5	0	
4	6	0	
4	7	10	
4	8	10	
4	9	0	
4	10	10	
4	11	10	
4	12	10	
4	13	0	
4	14	0	
4	15	10	
4	16	10	
4	17	0		
5	1	0	
5	2	10	
5	3	10	
5	4	10	
5	5	0	
5	6	0	
5	7	10	
5	8	10	
5	9	0	
5	10	10	
5	11	10	
5	12	10	
5	13	0	
5	14	0	
5	15	10	
5	16	10	
5	17	0		
