year	benchmark	value	avg
1	1	9.1	
1	2	9.1	
1	3	9.1	
1	4	9.1	
1	5	0	
1	6	0	
1	7	9.1	
1	8	9.1	
1	9	0	
1	10	9.1	
1	11	0	
1	12	0	
1	13	0	
1	14	9.1	
1	15	9.1	
1	16	9.1	
1	17	9.1		
2	1	9.1	
2	2	9.1	
2	3	9.1	
2	4	9.1	
2	5	0	
2	6	0	
2	7	9.1	
2	8	9.1	
2	9	0	
2	10	9.1	
2	11	0	
2	12	0	
2	13	0	
2	14	2.8	
2	15	5.6	
2	16	13.9	
2	17	13.9		
3	1	2.8	
3	2	11.1	
3	3	13.9	
3	4	5.6	
3	5	0	
3	6	0	
3	7	13.9	
3	8	13.9	
3	9	0	
3	10	9.1	
3	11	0	
3	12	0	
3	13	0	
3	14	9.1	
3	15	9.1	
3	16	9.1	
3	17	9.1		
4	1	9.1	
4	2	9.1	
4	3	9.1	
4	4	9.1	
4	5	0	
4	6	0	
4	7	9.1	
4	8	9.1	
4	9	0	
4	10	9.1	
4	11	0	
4	12	0	
4	13	0	
4	14	9.1	
4	15	9.1	
4	16	9.1	
4	17	9.1		
5	1	9.1	
5	2	9.1	
5	3	9.1	
5	4	9.1	
5	5	0	
5	6	0	
5	7	9.1	
5	8	9.1	
5	9	0	
5	10	9.1	
5	11	0	
5	12	0	
5	13	0	
5	14	9.1	
5	15	9.1	
5	16	9.1	
5	17	9.1		
