year	benchmark	value	avg
1	1	0	
1	2	0	
1	3	0	
1	4	0	
1	5	0	
1	6	0	
1	7	0	
1	8	0	
1	9	0	
1	10	0	
1	11	0	
1	12	0	
1	13	0	
1	14	0	
1	15	0	
1	16	0	
1	17	0		
2	1	0	
2	2	0	
2	3	0	
2	4	0	
2	5	0	
2	6	0	
2	7	0	
2	8	0	
2	9	0	
2	10	0	
2	11	0	
2	12	0	
2	13	0	
2	14	7.1	
2	15	7.9	
2	16	12.4	
2	17	9		
3	1	5.3	
3	2	9	
3	3	6.5	
3	4	5	
3	5	5.7	
3	6	0	
3	7	8.2	
3	8	8.4	
3	9	0	
3	10	0	
3	11	12.5	
3	12	0	
3	13	0	
3	14	12.5	
3	15	12.5	
3	16	0	
3	17	3.1		
4	1	12.5	
4	2	12.5	
4	3	12.5	
4	4	3.1	
4	5	0	
4	6	0	
4	7	0	
4	8	0	
4	9	0	
4	10	0	
4	11	0	
4	12	0	
4	13	0	
4	14	0	
4	15	0	
4	16	0	
4	17	0		
5	1	33.3	
5	2	33.3	
5	3	33.3	
5	4	0	
5	5	0	
5	6	0	
5	7	0	
5	8	0	
5	9	0	
5	10	0	
5	11	0	
5	12	0	
5	13	0	
5	14	0	
5	15	0	
5	16	0	
5	17	0	
