year	benchmark	value	avg
1	1	10.9	
1	2	12.5	
1	3	6.4	
1	4	3.2	
1	5	4.8	
1	6	0	
1	7	16.3	
1	8	8.7	
1	9	1.9	
1	10	11.9	
1	11	0.3	
1	12	0	
1	13	0	
1	14	2.9	
1	15	6.7	
1	16	5.4	
1	17	11.1		
2	1	0	
2	2	11.1	
2	3	11.1	
2	4	0	
2	5	11.1	
2	6	0	
2	7	11.1	
2	8	0	
2	9	0	
2	10	11.1	
2	11	11.1	
2	12	0	
2	13	0	
2	14	9.1	
2	15	4.7	
2	16	6.9	
2	17	3.9		
3	1	2.6	
3	2	14.2	
3	3	14.2	
3	4	4.7	
3	5	6.5	
3	6	0	
3	7	4.3	
3	8	9.9	
3	9	0	
3	10	5.9	
3	11	15.6	
3	12	0	
3	13	0	
3	14	7.6	
3	15	3.8	
3	16	5.5	
3	17	6.6		
4	1	3.8	
4	2	15.6	
4	3	15.6	
4	4	5.2	
4	5	0	
4	6	0	
4	7	0	
4	8	0	
4	9	0	
4	10	0	
4	11	0	
4	12	0	
4	13	0	
4	14	0	
4	15	0	
4	16	0	
4	17	0		
5	1	33.3	
5	2	33.3	
5	3	33.3	
5	4	0	
5	5	0	
5	6	0	
5	7	0	
5	8	0	
5	9	0	
5	10	0	
5	11	0	
5	12	0	
5	13	0	
5	14	0	
5	15	0	
5	16	0	
5	17	0		
