year	benchmark	value	avg
1	1	3.3	
1	2	10	
1	3	0	
1	4	3.3	
1	5	10	
1	6	0	
1	7	10	
1	8	3.3	
1	9	10	
1	10	10	
1	11	10	
1	12	0	
1	13	0	
1	14	0	
1	15	10	
1	16	10	
1	17	7.1		
2	1	7.1	
2	2	7.1	
2	3	7.1	
2	4	7.1	
2	5	7.1	
2	6	0	
2	7	7.1	
2	8	7.1	
2	9	7.1	
2	10	7.1	
2	11	7.1	
2	12	0	
2	13	0	
2	14	7	
2	15	11.8	
2	16	4.2	
2	17	4.2		
3	1	3.3	
3	2	14.2	
3	3	14.7	
3	4	5.5	
3	5	6.1	
3	6	0	
3	7	8.5	
3	8	6.3	
3	9	3	
3	10	5.7	
3	11	3	
3	12	0	
3	13	0	
3	14	3.7	
3	15	4.3	
3	16	13	
3	17	9		
4	1	4.3	
4	2	6.7	
4	3	12.7	
4	4	5	
4	5	4.5	
4	6	0	
4	7	9.1	
4	8	9.1	
4	9	0	
4	10	4.5	
4	11	9.1	
4	12	0	
4	13	0	
4	14	9.1	
4	15	9.1	
4	16	4.5	
4	17	4.5		
5	1	9.1	
5	2	9.1	
5	3	9.1	
5	4	9.1	
5	5	4.5	
5	6	0	
5	7	9.1	
5	8	9.1	
5	9	0	
5	10	4.5	
5	11	9.1	
5	12	0	
5	13	0	
5	14	9.1	
5	15	9.1	
5	16	4.5	
5	17	4.5	
