year	benchmark	value	avg
1	1	9.1	
1	2	9.1	
1	3	9.1	
1	4	9.1	
1	5	0	
1	6	0	
1	7	0	
1	8	9.1	
1	9	9.1	
1	10	9.1	
1	11	9.1	
1	12	0	
1	13	0	
1	14	0	
1	15	9.1	
1	16	9.1	
1	17	9.1		
2	1	7.1	
2	2	9.1	
2	3	9.1	
2	4	9.1	
2	5	9.1	
2	6	0	
2	7	9.1	
2	8	9.1	
2	9	0	
2	10	9.1	
2	11	9.1	
2	12	0	
2	13	0	
2	14	7.1	
2	15	7.1	
2	16	7.1	
2	17	7.1		
3	1	7.1	
3	2	7.1	
3	3	16.7	
3	4	7.1	
3	5	7.1	
3	6	0	
3	7	7.1	
3	8	7.1	
3	9	0	
3	10	0	
3	11	16.7	
3	12	0	
3	13	0	
3	14	16.7	
3	15	16.7	
3	16	0	
3	17	0		
4	1	16.7	
4	2	16.7	
4	3	16.7	
4	4	0	
4	5	0	
4	6	0	
4	7	0	
4	8	0	
4	9	0	
4	10	0	
4	11	16.7	
4	12	0	
4	13	0	
4	14	16.7	
4	15	16.7	
4	16	0	
4	17	0		
5	1	16.7	
5	2	16.7	
5	3	16.7	
5	4	0	
5	5	0	
5	6	0	
5	7	0	
5	8	0	
5	9	0	
5	10	0	
5	11	16.7	
5	12	0	
5	13	0	
5	14	16.7	
5	15	16.7	
5	16	0	
5	17	0	
