year	benchmark	value	avg
1	1	11.9	
1	2	11.9	
1	3	5	
1	4	2.7	
1	5	4.1	
1	6	0	
1	7	5	
1	8	5.9	
1	9	2.3	
1	10	4.6	
1	11	11.9	
1	12	0	
1	13	0	
1	14	11	
1	15	6.4	
1	16	8.7	
1	17	7.3		
2	1	3.9	
2	2	5.6	
2	3	3.9	
2	4	3.9	
2	5	12.8	
2	6	0	
2	7	7.3	
2	8	12.8	
2	9	12.8	
2	10	12.8	
2	11	0	
2	12	0	
2	13	0	
2	14	12.3	
2	15	3.4	
2	16	7.3	
2	17	12.3		
3	1	6.9	
3	2	12.3	
3	3	12.3	
3	4	1.9	
3	5	3.8	
3	6	0	
3	7	5.7	
3	8	3.4	
3	9	12.5	
3	10	6.7	
3	11	3.8	
3	12	0	
3	13	0	
3	14	2.9	
3	15	5.8	
3	16	12.5	
3	17	12.5		
4	1	0	
4	2	12.5	
4	3	12.5	
4	4	1.9	
4	5	2.3	
4	6	0	
4	7	2.3	
4	8	2.3	
4	9	0	
4	10	14	
4	11	14	
4	12	0	
4	13	0	
4	14	2.3	
4	15	2.3	
4	16	14	
4	17	14		
5	1	2.3	
5	2	14	
5	3	14	
5	4	2.3	
5	5	2.3	
5	6	0	
5	7	2.3	
5	8	2.3	
5	9	0	
5	10	14	
5	11	14	
5	12	0	
5	13	0	
5	14	2.3	
5	15	2.3	
5	16	14	
5	17	14		
