year	benchmark	value	avg
1	1	5.5	
1	2	9.1	
1	3	8.7	
1	4	4.5	
1	5	7.7	
1	6	0	
1	7	7.5	
1	8	7	
1	9	4.5	
1	10	15.7	
1	11	3.8	
1	12	0	
1	13	0	
1	14	5.3	
1	15	6.3	
1	16	7.6	
1	17	9		
2	1	7.9	
2	2	15	
2	3	9.5	
2	4	7.3	
2	5	6.7	
2	6	0	
2	7	8.3	
2	8	6.8	
2	9	1.9	
2	10	5.7	
2	11	3.9	
2	12	0	
2	13	0	
2	14	9.1	
2	15	4.9	
2	16	6.2	
2	17	6.6		
3	1	5.5	
3	2	8	
3	3	9.5	
3	4	7.6	
3	5	6.8	
3	6	0	
3	7	5.7	
3	8	6.2	
3	9	0	
3	10	10	
3	11	10	
3	12	0	
3	13	0	
3	14	10	
3	15	10	
3	16	10	
3	17	10	
4	1	10	
4	2	10	
4	3	0	
4	4	0	
4	5	6.8	
4	6	0	
4	7	3.4	
4	8	5.7	
4	9	1.1	
4	10	1.1	
4	11	3.4	
4	12	0	
4	13	0	
4	14	8	
4	15	4.5	
4	16	4.5	
4	17	1.1		
5	1	19.3	
5	2	19.3	
5	3	19.3	
5	4	2.3	
5	5	6.8	
5	6	0	
5	7	3.4	
5	8	5.7	
5	9	1.1	
5	10	1.1	
5	11	3.4	
5	12	0	
5	13	0	
5	14	8	
5	15	4.5	
5	16	4.5	
5	17	1.1		
