year	benchmark	value	avg
1	1	6.2	
1	2	12.5	
1	3	12.5	
1	4	6.2	
1	5	3.7	
1	6	0	
1	7	7	
1	8	4	
1	9	12.5	
1	10	6.2	
1	11	5.1	
1	12	0	
1	13	0	
1	14	4.4	
1	15	2.2	
1	16	4.8	
1	17	10		
2	1	3.3	
2	2	10	
2	3	10	
2	4	3.3	
2	5	0	
2	6	0	
2	7	10	
2	8	10	
2	9	0	
2	10	10	
2	11	10	
2	12	0	
2	13	0	
2	14	10	
2	15	10	
2	16	10	
2	17	10		
3	1	0	
3	2	0	
3	3	10	
3	4	0	
3	5	10	
3	6	0	
3	7	10	
3	8	10	
3	9	6.2	
3	10	9.4	
3	11	9.4	
3	12	0	
3	13	3.1	
3	14	9.4	
3	15	0	
3	16	9.4	
3	17	9.4		
4	1	3.1	
4	2	9.4	
4	3	9.4	
4	4	3.1	
4	5	11.1	
4	6	0	
4	7	0	
4	8	0	
4	9	0	
4	10	11.1	
4	11	11.1	
4	12	0	
4	13	11.1	
4	14	11.1	
4	15	0	
4	16	0	
4	17	0		
5	1	11.1	
5	2	11.1	
5	3	11.1	
5	4	11.1	
5	5	11.1	
5	6	0	
5	7	0	
5	8	0	
5	9	0	
5	10	11.1	
5	11	11.1	
5	12	0	
5	13	11.1	
5	14	11.1	
5	15	0	
5	16	0	
5	17	0		
