year	benchmark	value	avg
1	1	0	
1	2	12.5	
1	3	12.5	
1	4	0	
1	5	12.5	
1	6	0	
1	7	6.2	
1	8	0	
1	9	0	
1	10	12.5	
1	11	12.5	
1	12	0	
1	13	0	
1	14	6.2	
1	15	12.5	
1	16	0	
1	17	7.1		
2	1	10.3	
2	2	15.2	
2	3	6.3	
2	4	5.1	
2	5	4.3	
2	6	0	
2	7	10.6	
2	8	7.7	
2	9	0	
2	10	6.6	
2	11	6	
2	12	0	
2	13	0	
2	14	6.7	
2	15	2.2	
2	16	6.7	
2	17	12		
3	1	2.7	
3	2	15.6	
3	3	15.6	
3	4	3.6	
3	5	6.2	
3	6	0	
3	7	7.6	
3	8	6.7	
3	9	0	
3	10	5	
3	11	10	
3	12	0	
3	13	0	
3	14	10	
3	15	10	
3	16	0	
3	17	0		
4	1	10	
4	2	10	
4	3	10	
4	4	10	
4	5	0	
4	6	0	
4	7	11.1	
4	8	11.1	
4	9	0	
4	10	0	
4	11	11.1	
4	12	0	
4	13	0	
4	14	11.1	
4	15	11.1	
4	16	0	
4	17	0		
5	1	11.1	
5	2	11.1	
5	3	11.1	
5	4	11.1	
5	5	0	
5	6	0	
5	7	11.1	
5	8	11.1	
5	9	0	
5	10	0	
5	11	11.1	
5	12	0	
5	13	0	
5	14	11.1	
5	15	11.1	
5	16	0	
5	17	0		
