year	benchmark	value	avg
1	1	0	
1	2	14.3	
1	3	14.3	
1	4	0	
1	5	0	
1	6	0	
1	7	14.3	
1	8	14.3	
1	9	0	
1	10	0	
1	11	14.3	
1	12	0	
1	13	0	
1	14	0	
1	15	0	
1	16	14.3	
1	17	10.5		
2	1	6.3	
2	2	7.1	
2	3	4.9	
2	4	6.1	
2	5	15.2	
2	6	0	
2	7	6.7	
2	8	7.5	
2	9	0	
2	10	4.9	
2	11	8.5	
2	12	0	
2	13	0	
2	14	10.5	
2	15	0	
2	16	5.3	
2	17	10.5	
3	1	10.5	
3	2	10.5	
3	3	10.5	
3	4	5.3	
3	5	10.5	
3	6	0	
3	7	5.3	
3	8	0	
3	9	0	
3	10	12.5	
3	11	12.5	
3	12	0	
3	13	0	
3	14	6.2	
3	15	6.2	
3	16	0	
3	17	12.5		
4	1	0	
4	2	12.5	
4	3	12.5	
4	4	0	
4	5	0	
4	6	0	
4	7	0	
4	8	0	
4	9	0	
4	10	0	
4	11	14.3	
4	12	0	
4	13	0	
4	14	14.3	
4	15	14.3	
4	16	0	
4	17	14.3		
5	1	14.3	
5	2	14.3	
5	3	14.3	
5	4	0	
5	5	0	
5	6	0	
5	7	0	
5	8	0	
5	9	0	
5	10	0	
5	11	14.3	
5	12	0	
5	13	0	
5	14	14.3	
5	15	14.3	
5	16	0	
5	17	14.3		
