year	benchmark	value	avg
1	1	6	
1	2	7.8	
1	3	11.1	
1	4	6.6	
1	5	6.3	
1	6	0	
1	7	10.2	
1	8	13.5	
1	9	2.1	
1	10	5.1	
1	11	2.4	
1	12	0	
1	13	0	
1	14	7.2	
1	15	8.1	
1	16	5.7	
1	17	11.7		
2	1	7.7	
2	2	11.7	
2	3	5.2	
2	4	4.9	
2	5	7.4	
2	6	0	
2	7	5.5	
2	8	4.6	
2	9	1.2	
2	10	5.8	
2	11	5.8	
2	12	0	
2	13	0	
2	14	6.2	
2	15	0	
2	16	12.5	
2	17	12.5	
3	1	0	
3	2	0	
3	3	12.5	
3	4	12.5	
3	5	6.2	
3	6	0	
3	7	12.5	
3	8	6.2	
3	9	0	
3	10	10	
3	11	10	
3	12	0	
3	13	0	
3	14	5	
3	15	10	
3	16	10	
3	17	10		
4	1	0	
4	2	10	
4	3	10	
4	4	0	
4	5	9.5	
4	6	0	
4	7	4.8	
4	8	9.5	
4	9	0	
4	10	9.5	
4	11	9.5	
4	12	0	
4	13	0	
4	14	9.5	
4	15	4.8	
4	16	9.5	
4	17	9.5	
5	1	4.8	
5	2	9.5	
5	3	9.5	
5	4	0	
5	5	9.5	
5	6	0	
5	7	4.8	
5	8	9.5	
5	9	0	
5	10	9.5	
5	11	9.5	
5	12	0	
5	13	0	
5	14	9.5	
5	15	4.8	
5	16	9.5	
5	17	9.5	
