year	benchmark	value	avg
1	1	10.6	
1	2	12.8	
1	3	2.1	
1	4	10.6	
1	5	2.1	
1	6	0	
1	7	10.6	
1	8	10.6	
1	9	0	
1	10	2.1	
1	11	8.5	
1	12	0	
1	13	0	
1	14	10.6	
1	15	8.5	
1	16	2.1	
1	17	0		
2	1	0	
2	2	0	
2	3	0	
2	4	0	
2	5	0	
2	6	0	
2	7	0	
2	8	0	
2	9	1.7	
2	10	0	
2	11	0	
2	12	0	
2	13	0	
2	14	0	
2	15	13.8	
2	16	10.3	
2	17	6.9		
3	1	8.6	
3	2	1.7	
3	3	8.6	
3	4	15.5	
3	5	1.7	
3	6	0	
3	7	6.9	
3	8	6.9	
3	9	0	
3	10	0	
3	11	0	
3	12	0	
3	13	0	
3	14	0	
3	15	0	
3	16	0	
3	17	0		
4	1	16.7	
4	2	16.7	
4	3	16.7	
4	4	0	
4	5	0	
4	6	0	
4	7	16.7	
4	8	0	
4	9	0	
4	10	0	
4	11	0	
4	12	0	
4	13	0	
4	14	0	
4	15	16.7	
4	16	0	
4	17	0		
5	1	16.7	
5	2	16.7	
5	3	16.7	
5	4	16.7	
5	5	0	
5	6	0	
5	7	16.7	
5	8	0	
5	9	0	
5	10	0	
5	11	0	
5	12	0	
5	13	0	
5	14	0	
5	15	16.7	
5	16	0	
5	17	0		
