year	benchmark	value	avg
1	1	3.7	
1	2	11	
1	3	6.7	
1	4	3	
1	5	11	
1	6	0	
1	7	6.7	
1	8	11	
1	9	1.8	
1	10	7.3	
1	11	7.3	
1	12	0	
1	13	0	
1	14	2.4	
1	15	9.8	
1	16	7.3	
1	17	8.3		
2	1	8.3	
2	2	8.3	
2	3	8.3	
2	4	4.2	
2	5	4.2	
2	6	0	
2	7	8.3	
2	8	8.3	
2	9	0	
2	10	8.3	
2	11	8.3	
2	12	0	
2	13	0	
2	14	5.8	
2	15	5.8	
2	16	10.8	
2	17	10.8		
3	1	2.5	
3	2	5	
3	3	10.8	
3	4	3.3	
3	5	10.8	
3	6	0	
3	7	10.8	
3	8	4.2	
3	9	0	
3	10	11.1	
3	11	5.6	
3	12	0	
3	13	0	
3	14	11.1	
3	15	0	
3	16	11.1	
3	17	11.1		
4	1	0	
4	2	11.1	
4	3	11.1	
4	4	11.1	
4	5	0	
4	6	0	
4	7	0	
4	8	0	
4	9	0	
4	10	0	
4	11	0	
4	12	0	
4	13	0	
4	14	0	
4	15	0	
4	16	0	
4	17	0		
5	1	25	
5	2	25	
5	3	25	
5	4	25	
5	5	0	
5	6	0	
5	7	0	
5	8	0	
5	9	0	
5	10	0	
5	11	0	
5	12	0	
5	13	0	
5	14	0	
5	15	0	
5	16	0	
5	17	0	
