year	benchmark	value	avg
1	1	0	
1	2	9.1	
1	3	9.1	
1	4	0	
1	5	9.1	
1	6	0	
1	7	9.1	
1	8	9.1	
1	9	0	
1	10	9.1	
1	11	9.1	
1	12	0	
1	13	0	
1	14	9.1	
1	15	9.1	
1	16	9.1	
1	17	9.1		
2	1	9.1	
2	2	9.1	
2	3	9.1	
2	4	3	
2	5	9.1	
2	6	0	
2	7	3	
2	8	6.1	
2	9	3	
2	10	3	
2	11	9.1	
2	12	0	
2	13	0	
2	14	7.7	
2	15	7.7	
2	16	7.7	
2	17	7.7		
3	1	0	
3	2	7.7	
3	3	7.7	
3	4	7.7	
3	5	7.7	
3	6	0	
3	7	7.7	
3	8	7.7	
3	9	7.1	
3	10	7.1	
3	11	7.1	
3	12	0	
3	13	0	
3	14	7.1	
3	15	7.1	
3	16	7.1	
3	17	7.1		
4	1	7.1	
4	2	7.1	
4	3	7.1	
4	4	7.1	
4	5	7.7	
4	6	0	
4	7	7.7	
4	8	7.7	
4	9	7.7	
4	10	7.7	
4	11	7.7	
4	12	0	
4	13	0	
4	14	0	
4	15	7.7	
4	16	7.7	
4	17	7.7		
5	1	7.7	
5	2	7.7	
5	3	7.7	
5	4	7.7	
5	5	7.7	
5	6	0	
5	7	7.7	
5	8	7.7	
5	9	7.7	
5	10	7.7	
5	11	7.7	
5	12	0	
5	13	0	
5	14	0	
5	15	7.7	
5	16	7.7	
5	17	7.7		
