id,size,actions,impact,feasibility,attractiveness,positive,negative
01,5,Technician Knowledge and Expertise,1.984991971,5,19.84991971,13394182 == He said the service technician was very knowledgeable. <BR/>14786741 == Brady stated the technicians are knowledgeable and know what they are doing. <BR/>13036885 == He said the technicians are knowledgeable and completed the job quickly. <BR/>13814118 == Scott said the technician was very knowledgeable and the turnaround time was quick. <BR/>12124514 == Alan said they have knowledgeable technicians. <BR/>,
02,5,Technician Knowledge and Expertise,1.241184767,5,12.41184767,13394182 == He said the service technician was very knowledgeable. <BR/>14786741 == Brady stated the technicians are knowledgeable and know what they are doing. <BR/>13036885 == He said the technicians are knowledgeable and completed the job quickly. <BR/>13814118 == Scott said the technician was very knowledgeable and the turnaround time was quick. <BR/>12124514 == Alan said they have knowledgeable technicians. <BR/>,
03,5,Technician Knowledge and Expertise,0.282087447,5,2.820874471,13394182 == He said the service technician was very knowledgeable. <BR/>14786741 == Brady stated the technicians are knowledgeable and know what they are doing. <BR/>13036885 == He said the technicians are knowledgeable and completed the job quickly. <BR/>13814118 == Scott said the technician was very knowledgeable and the turnaround time was quick. <BR/>12124514 == Alan said they have knowledgeable technicians. <BR/>,
04,6,Technician Knowledge and Expertise,5.134995873,5,51.34995873,13394182 == He said the service technician was very knowledgeable. <BR/>14786741 == Brady stated the technicians are knowledgeable and know what they are doing. <BR/>13036885 == He said the technicians are knowledgeable and completed the job quickly. <BR/>13814118 == Scott said the technician was very knowledgeable and the turnaround time was quick. <BR/>12124514 == Alan said they have knowledgeable technicians. <BR/>,
05,6,Technician Knowledge and Expertise,3.496954557,5,34.96954557,13394182 == He said the service technician was very knowledgeable. <BR/>14786741 == Brady stated the technicians are knowledgeable and know what they are doing. <BR/>13036885 == He said the technicians are knowledgeable and completed the job quickly. <BR/>13814118 == Scott said the technician was very knowledgeable and the turnaround time was quick. <BR/>12124514 == Alan said they have knowledgeable technicians. <BR/>,
06,6,Technician Knowledge and Expertise,1.523272214,5,15.23272214,13394182 == He said the service technician was very knowledgeable. <BR/>14786741 == Brady stated the technicians are knowledgeable and know what they are doing. <BR/>13036885 == He said the technicians are knowledgeable and completed the job quickly. <BR/>13814118 == Scott said the technician was very knowledgeable and the turnaround time was quick. <BR/>12124514 == Alan said they have knowledgeable technicians. <BR/>,
07,6,Technician Knowledge and Expertise,0.282087447,5,2.820874471,13394182 == He said the service technician was very knowledgeable. <BR/>14786741 == Brady stated the technicians are knowledgeable and know what they are doing. <BR/>13036885 == He said the technicians are knowledgeable and completed the job quickly. <BR/>13814118 == Scott said the technician was very knowledgeable and the turnaround time was quick. <BR/>12124514 == Alan said they have knowledgeable technicians. <BR/>,
08,7,Technician Knowledge and Expertise,5.606083738,5,56.06083738,13394182 == He said the service technician was very knowledgeable. <BR/>14786741 == Brady stated the technicians are knowledgeable and know what they are doing. <BR/>13036885 == He said the technicians are knowledgeable and completed the job quickly. <BR/>13814118 == Scott said the technician was very knowledgeable and the turnaround time was quick. <BR/>12124514 == Alan said they have knowledgeable technicians. <BR/>,
09,7,Technician Knowledge and Expertise,5.573716087,5,55.73716087,13394182 == He said the service technician was very knowledgeable. <BR/>14786741 == Brady stated the technicians are knowledgeable and know what they are doing. <BR/>13036885 == He said the technicians are knowledgeable and completed the job quickly. <BR/>13814118 == Scott said the technician was very knowledgeable and the turnaround time was quick. <BR/>12124514 == Alan said they have knowledgeable technicians. <BR/>,
10,7,Technician Knowledge and Expertise,5.182010448,5,51.82010448,13394182 == He said the service technician was very knowledgeable. <BR/>14786741 == Brady stated the technicians are knowledgeable and know what they are doing. <BR/>13036885 == He said the technicians are knowledgeable and completed the job quickly. <BR/>13814118 == Scott said the technician was very knowledgeable and the turnaround time was quick. <BR/>12124514 == Alan said they have knowledgeable technicians. <BR/>,
11,7,Technician Knowledge and Expertise,0.846262341,5,8.462623413,13394182 == He said the service technician was very knowledgeable. <BR/>14786741 == Brady stated the technicians are knowledgeable and know what they are doing. <BR/>13036885 == He said the technicians are knowledgeable and completed the job quickly. <BR/>13814118 == Scott said the technician was very knowledgeable and the turnaround time was quick. <BR/>12124514 == Alan said they have knowledgeable technicians. <BR/>,
12,8,Technician Knowledge and Expertise,6.29902048,5,62.9902048,13394182 == He said the service technician was very knowledgeable. <BR/>14786741 == Brady stated the technicians are knowledgeable and know what they are doing. <BR/>13036885 == He said the technicians are knowledgeable and completed the job quickly. <BR/>13814118 == Scott said the technician was very knowledgeable and the turnaround time was quick. <BR/>12124514 == Alan said they have knowledgeable technicians. <BR/>,
13,8,Technician Knowledge and Expertise,6.234366686,5,62.34366686,13394182 == He said the service technician was very knowledgeable. <BR/>14786741 == Brady stated the technicians are knowledgeable and know what they are doing. <BR/>13036885 == He said the technicians are knowledgeable and completed the job quickly. <BR/>13814118 == Scott said the technician was very knowledgeable and the turnaround time was quick. <BR/>12124514 == Alan said they have knowledgeable technicians. <BR/>,
14,8,Technician Knowledge and Expertise,5.665290972,5,56.65290972,13394182 == He said the service technician was very knowledgeable. <BR/>14786741 == Brady stated the technicians are knowledgeable and know what they are doing. <BR/>13036885 == He said the technicians are knowledgeable and completed the job quickly. <BR/>13814118 == Scott said the technician was very knowledgeable and the turnaround time was quick. <BR/>12124514 == Alan said they have knowledgeable technicians. <BR/>,
15,9,Technician Knowledge and Expertise,6.683673481,5,66.83673481,13394182 == He said the service technician was very knowledgeable. <BR/>14786741 == Brady stated the technicians are knowledgeable and know what they are doing. <BR/>13036885 == He said the technicians are knowledgeable and completed the job quickly. <BR/>13814118 == Scott said the technician was very knowledgeable and the turnaround time was quick. <BR/>12124514 == Alan said they have knowledgeable technicians. <BR/>,
05,6,Staff's Knowledge,3.496954557,5,34.96954557,13036830 == He said the staff is knowledgeable and he is able to get into and out of the shop quickly. <BR/>,
08,7,Staff's Knowledge,5.606083738,5,56.06083738,13036830 == He said the staff is knowledgeable and he is able to get into and out of the shop quickly. <BR/>,
11,7,Staff's Knowledge,0.846262341,5,8.462623413,13036830 == He said the staff is knowledgeable and he is able to get into and out of the shop quickly. <BR/>,
12,8,Staff's Knowledge,6.29902048,5,62.9902048,13036830 == He said the staff is knowledgeable and he is able to get into and out of the shop quickly. <BR/>,
14,8,Staff's Knowledge,5.665290972,5,56.65290972,13036830 == He said the staff is knowledgeable and he is able to get into and out of the shop quickly. <BR/>,
15,9,Staff's Knowledge,6.683673481,5,66.83673481,13036830 == He said the staff is knowledgeable and he is able to get into and out of the shop quickly. <BR/>,
