id,size,actions,impact,feasibility,attractiveness,positive,negative
0,2,Technician Knowledge and Expertise,1.007556675,5,100.7556675,"12451843 == Ron stated the technician was very professional and thorough. Ron stated he got right to work and took care of things. <BR/>13236332 == She stated the technician is professional, always comes in and goes over everything with her and doesn't have come back out. <BR/>13235797 == Glen stated the technicians are very knowledgeable. <BR/>15272984 == Justin explained they are the only dealer in the area for CAT, adding their mechanics are knowledgeable and helpful. <BR/>12551326 == Johnathan stated the technician was out here in a timely manner. He stated the technician was very knowledgeable. <BR/>",
2,4,Technician Knowledge and Expertise,2.179744309,5,217.9744309,"12451843 == Ron stated the technician was very professional and thorough. Ron stated he got right to work and took care of things. <BR/>13236332 == She stated the technician is professional, always comes in and goes over everything with her and doesn't have come back out. <BR/>13235797 == Glen stated the technicians are very knowledgeable. <BR/>15272984 == Justin explained they are the only dealer in the area for CAT, adding their mechanics are knowledgeable and helpful. <BR/>12551326 == Johnathan stated the technician was out here in a timely manner. He stated the technician was very knowledgeable. <BR/>",
3,4,Technician Knowledge and Expertise,1.90105033,5,190.105033,"12451843 == Ron stated the technician was very professional and thorough. Ron stated he got right to work and took care of things. <BR/>13236332 == She stated the technician is professional, always comes in and goes over everything with her and doesn't have come back out. <BR/>13235797 == Glen stated the technicians are very knowledgeable. <BR/>15272984 == Justin explained they are the only dealer in the area for CAT, adding their mechanics are knowledgeable and helpful. <BR/>12551326 == Johnathan stated the technician was out here in a timely manner. He stated the technician was very knowledgeable. <BR/>",
4,4,Technician Knowledge and Expertise,1.007556675,5,100.7556675,"12451843 == Ron stated the technician was very professional and thorough. Ron stated he got right to work and took care of things. <BR/>13236332 == She stated the technician is professional, always comes in and goes over everything with her and doesn't have come back out. <BR/>13235797 == Glen stated the technicians are very knowledgeable. <BR/>15272984 == Justin explained they are the only dealer in the area for CAT, adding their mechanics are knowledgeable and helpful. <BR/>12551326 == Johnathan stated the technician was out here in a timely manner. He stated the technician was very knowledgeable. <BR/>",
5,5,Technician Knowledge and Expertise,3.469339887,5,346.9339887,"12451843 == Ron stated the technician was very professional and thorough. Ron stated he got right to work and took care of things. <BR/>13236332 == She stated the technician is professional, always comes in and goes over everything with her and doesn't have come back out. <BR/>13235797 == Glen stated the technicians are very knowledgeable. <BR/>15272984 == Justin explained they are the only dealer in the area for CAT, adding their mechanics are knowledgeable and helpful. <BR/>12551326 == Johnathan stated the technician was out here in a timely manner. He stated the technician was very knowledgeable. <BR/>",
6,5,Technician Knowledge and Expertise,3.168332726,5,200.5979697,"12451843 == Ron stated the technician was very professional and thorough. Ron stated he got right to work and took care of things. <BR/>13236332 == She stated the technician is professional, always comes in and goes over everything with her and doesn't have come back out. <BR/>13235797 == Glen stated the technicians are very knowledgeable. <BR/>15272984 == Justin explained they are the only dealer in the area for CAT, adding their mechanics are knowledgeable and helpful. <BR/>12551326 == Johnathan stated the technician was out here in a timely manner. He stated the technician was very knowledgeable. <BR/>",
7,6,Technician Knowledge and Expertise,3.469339887,5,200.5979697,"12451843 == Ron stated the technician was very professional and thorough. Ron stated he got right to work and took care of things. <BR/>13236332 == She stated the technician is professional, always comes in and goes over everything with her and doesn't have come back out. <BR/>13235797 == Glen stated the technicians are very knowledgeable. <BR/>15272984 == Justin explained they are the only dealer in the area for CAT, adding their mechanics are knowledgeable and helpful. <BR/>12551326 == Johnathan stated the technician was out here in a timely manner. He stated the technician was very knowledgeable. <BR/>",
2,4,Service Done Correctly,2.179744309,5,217.9744309,"13439398 == He stated the repair was completed on time. <BR/>14930826 == Tom said XXX Company Company does everything well on their service. <BR/>13749145 == Rick said that once things were resolved, the service was completed in a professional manner. <BR/>13119232 == He stated they fixed the broken hoses in a timely manner. <BR/>14414474 == He said they always call before they come they do their job well. If they make a mistake they'll come back. <BR/>13692319 == Tamber said XXX Company does what they do well. <BR/>12551040 == Chris stated they responded right away and got this fixed correctly. He stated it has been running fine since. <BR/>13005368 == Chester stated that the repairs are done properly and they are done in a timely manner. <BR/>12793938 == He said the service was completed in a timely manner. <BR/>",
4,4,Service Done Correctly,1.007556675,5,100.7556675,"13439398 == He stated the repair was completed on time. <BR/>14930826 == Tom said XXX Company Company does everything well on their service. <BR/>13749145 == Rick said that once things were resolved, the service was completed in a professional manner. <BR/>13119232 == He stated they fixed the broken hoses in a timely manner. <BR/>14414474 == He said they always call before they come they do their job well. If they make a mistake they'll come back. <BR/>13692319 == Tamber said XXX Company does what they do well. <BR/>12551040 == Chris stated they responded right away and got this fixed correctly. He stated it has been running fine since. <BR/>13005368 == Chester stated that the repairs are done properly and they are done in a timely manner. <BR/>12793938 == He said the service was completed in a timely manner. <BR/>",
5,5,Service Done Correctly,3.469339887,5,346.9339887,"13439398 == He stated the repair was completed on time. <BR/>14930826 == Tom said XXX Company Company does everything well on their service. <BR/>13749145 == Rick said that once things were resolved, the service was completed in a professional manner. <BR/>13119232 == He stated they fixed the broken hoses in a timely manner. <BR/>14414474 == He said they always call before they come they do their job well. If they make a mistake they'll come back. <BR/>13692319 == Tamber said XXX Company does what they do well. <BR/>12551040 == Chris stated they responded right away and got this fixed correctly. He stated it has been running fine since. <BR/>13005368 == Chester stated that the repairs are done properly and they are done in a timely manner. <BR/>12793938 == He said the service was completed in a timely manner. <BR/>",
6,5,Service Done Correctly,3.168332726,5,200.5979697,"13439398 == He stated the repair was completed on time. <BR/>14930826 == Tom said XXX Company Company does everything well on their service. <BR/>13749145 == Rick said that once things were resolved, the service was completed in a professional manner. <BR/>13119232 == He stated they fixed the broken hoses in a timely manner. <BR/>14414474 == He said they always call before they come they do their job well. If they make a mistake they'll come back. <BR/>13692319 == Tamber said XXX Company does what they do well. <BR/>12551040 == Chris stated they responded right away and got this fixed correctly. He stated it has been running fine since. <BR/>13005368 == Chester stated that the repairs are done properly and they are done in a timely manner. <BR/>12793938 == He said the service was completed in a timely manner. <BR/>",
7,6,Service Done Correctly,3.469339887,5,200.5979697,"13439398 == He stated the repair was completed on time. <BR/>14930826 == Tom said XXX Company Company does everything well on their service. <BR/>13749145 == Rick said that once things were resolved, the service was completed in a professional manner. <BR/>13119232 == He stated they fixed the broken hoses in a timely manner. <BR/>14414474 == He said they always call before they come they do their job well. If they make a mistake they'll come back. <BR/>13692319 == Tamber said XXX Company does what they do well. <BR/>12551040 == Chris stated they responded right away and got this fixed correctly. He stated it has been running fine since. <BR/>13005368 == Chester stated that the repairs are done properly and they are done in a timely manner. <BR/>12793938 == He said the service was completed in a timely manner. <BR/>",
5,5,Price Competitiveness,3.469339887,5,346.9339887,"13116730 == He said they always have fair prices and always get the job done the first time. <BR/>13067607 == He stated they are their provider in the area, they take good care of them, communicate well  and added the prices are fair. <BR/>",
7,6,Price Competitiveness,3.469339887,5,200.5979697,"13116730 == He said they always have fair prices and always get the job done the first time. <BR/>13067607 == He stated they are their provider in the area, they take good care of them, communicate well  and added the prices are fair. <BR/>",
0,2,Proactive Communication,1.007556675,5,100.7556675,"13005792 == He stated he always gets a good response from them and stated when he calls they come out on time and take care of business. <BR/>14131062 == Aaron stated that the communication was very good. He added that they were very communicative as to what the problem was. <BR/>14496530 == Rosa stated they had a good response and good communication. <BR/>12650447 == Kyle stated there was good communication and the quality of the work that was done was very good. <BR/>12650722 == He stated that they provide good communication and quality service. <BR/>14657417 == He said they have always been very good with their response and scheduling. <BR/>12268681 == Gabe stated XXX Company Company responds quickly, they are well-organized, and communicate well. <BR/>12650715 == Brandon stated that they were on time, did what they said they would do, and communicated well. <BR/>13067607 == He stated they are their provider in the area, they take good care of them, communicate well  and added the prices are fair. <BR/>",
1,3,Proactive Communication,0.893493655,5,89.34936552,"13005792 == He stated he always gets a good response from them and stated when he calls they come out on time and take care of business. <BR/>14131062 == Aaron stated that the communication was very good. He added that they were very communicative as to what the problem was. <BR/>14496530 == Rosa stated they had a good response and good communication. <BR/>12650447 == Kyle stated there was good communication and the quality of the work that was done was very good. <BR/>12650722 == He stated that they provide good communication and quality service. <BR/>14657417 == He said they have always been very good with their response and scheduling. <BR/>12268681 == Gabe stated XXX Company Company responds quickly, they are well-organized, and communicate well. <BR/>12650715 == Brandon stated that they were on time, did what they said they would do, and communicated well. <BR/>13067607 == He stated they are their provider in the area, they take good care of them, communicate well  and added the prices are fair. <BR/>",
2,4,Proactive Communication,2.179744309,5,217.9744309,"13005792 == He stated he always gets a good response from them and stated when he calls they come out on time and take care of business. <BR/>14131062 == Aaron stated that the communication was very good. He added that they were very communicative as to what the problem was. <BR/>14496530 == Rosa stated they had a good response and good communication. <BR/>12650447 == Kyle stated there was good communication and the quality of the work that was done was very good. <BR/>12650722 == He stated that they provide good communication and quality service. <BR/>14657417 == He said they have always been very good with their response and scheduling. <BR/>12268681 == Gabe stated XXX Company Company responds quickly, they are well-organized, and communicate well. <BR/>12650715 == Brandon stated that they were on time, did what they said they would do, and communicated well. <BR/>13067607 == He stated they are their provider in the area, they take good care of them, communicate well  and added the prices are fair. <BR/>",
3,4,Proactive Communication,1.90105033,5,190.105033,"13005792 == He stated he always gets a good response from them and stated when he calls they come out on time and take care of business. <BR/>14131062 == Aaron stated that the communication was very good. He added that they were very communicative as to what the problem was. <BR/>14496530 == Rosa stated they had a good response and good communication. <BR/>12650447 == Kyle stated there was good communication and the quality of the work that was done was very good. <BR/>12650722 == He stated that they provide good communication and quality service. <BR/>14657417 == He said they have always been very good with their response and scheduling. <BR/>12268681 == Gabe stated XXX Company Company responds quickly, they are well-organized, and communicate well. <BR/>12650715 == Brandon stated that they were on time, did what they said they would do, and communicated well. <BR/>13067607 == He stated they are their provider in the area, they take good care of them, communicate well  and added the prices are fair. <BR/>",
4,4,Proactive Communication,1.007556675,5,100.7556675,"13005792 == He stated he always gets a good response from them and stated when he calls they come out on time and take care of business. <BR/>14131062 == Aaron stated that the communication was very good. He added that they were very communicative as to what the problem was. <BR/>14496530 == Rosa stated they had a good response and good communication. <BR/>12650447 == Kyle stated there was good communication and the quality of the work that was done was very good. <BR/>12650722 == He stated that they provide good communication and quality service. <BR/>14657417 == He said they have always been very good with their response and scheduling. <BR/>12268681 == Gabe stated XXX Company Company responds quickly, they are well-organized, and communicate well. <BR/>12650715 == Brandon stated that they were on time, did what they said they would do, and communicated well. <BR/>13067607 == He stated they are their provider in the area, they take good care of them, communicate well  and added the prices are fair. <BR/>",
5,5,Proactive Communication,3.469339887,5,346.9339887,"13005792 == He stated he always gets a good response from them and stated when he calls they come out on time and take care of business. <BR/>14131062 == Aaron stated that the communication was very good. He added that they were very communicative as to what the problem was. <BR/>14496530 == Rosa stated they had a good response and good communication. <BR/>12650447 == Kyle stated there was good communication and the quality of the work that was done was very good. <BR/>12650722 == He stated that they provide good communication and quality service. <BR/>14657417 == He said they have always been very good with their response and scheduling. <BR/>12268681 == Gabe stated XXX Company Company responds quickly, they are well-organized, and communicate well. <BR/>12650715 == Brandon stated that they were on time, did what they said they would do, and communicated well. <BR/>13067607 == He stated they are their provider in the area, they take good care of them, communicate well  and added the prices are fair. <BR/>",
6,5,Proactive Communication,3.168332726,5,200.5979697,"13005792 == He stated he always gets a good response from them and stated when he calls they come out on time and take care of business. <BR/>14131062 == Aaron stated that the communication was very good. He added that they were very communicative as to what the problem was. <BR/>14496530 == Rosa stated they had a good response and good communication. <BR/>12650447 == Kyle stated there was good communication and the quality of the work that was done was very good. <BR/>12650722 == He stated that they provide good communication and quality service. <BR/>14657417 == He said they have always been very good with their response and scheduling. <BR/>12268681 == Gabe stated XXX Company Company responds quickly, they are well-organized, and communicate well. <BR/>12650715 == Brandon stated that they were on time, did what they said they would do, and communicated well. <BR/>13067607 == He stated they are their provider in the area, they take good care of them, communicate well  and added the prices are fair. <BR/>",
7,6,Proactive Communication,3.469339887,5,200.5979697,"13005792 == He stated he always gets a good response from them and stated when he calls they come out on time and take care of business. <BR/>14131062 == Aaron stated that the communication was very good. He added that they were very communicative as to what the problem was. <BR/>14496530 == Rosa stated they had a good response and good communication. <BR/>12650447 == Kyle stated there was good communication and the quality of the work that was done was very good. <BR/>12650722 == He stated that they provide good communication and quality service. <BR/>14657417 == He said they have always been very good with their response and scheduling. <BR/>12268681 == Gabe stated XXX Company Company responds quickly, they are well-organized, and communicate well. <BR/>12650715 == Brandon stated that they were on time, did what they said they would do, and communicated well. <BR/>13067607 == He stated they are their provider in the area, they take good care of them, communicate well  and added the prices are fair. <BR/>",
1,3,Care and Respect From Staff,0.893493655,5,89.34936552,12893543 == Matt stated the service manager is good and everything went well. <BR/>,
2,4,Care and Respect From Staff,2.179744309,5,217.9744309,12893543 == Matt stated the service manager is good and everything went well. <BR/>,
3,4,Care and Respect From Staff,1.90105033,5,190.105033,12893543 == Matt stated the service manager is good and everything went well. <BR/>,
6,5,Care and Respect From Staff,3.168332726,5,200.5979697,12893543 == Matt stated the service manager is good and everything went well. <BR/>,
7,6,Care and Respect From Staff,3.469339887,5,200.5979697,12893543 == Matt stated the service manager is good and everything went well. <BR/>,
1,3,Care and Respect from Technician,0.893493655,5,89.34936552,"15104306 == Ron stated that the mechanic, Jack, is great. <BR/>13117237 == He stated the service was very prompt and XXX Company provided very good customer service (from his service technician). <BR/>",
3,4,Care and Respect from Technician,1.90105033,5,190.105033,"15104306 == Ron stated that the mechanic, Jack, is great. <BR/>13117237 == He stated the service was very prompt and XXX Company provided very good customer service (from his service technician). <BR/>",
4,4,Care and Respect from Technician,1.007556675,5,100.7556675,"15104306 == Ron stated that the mechanic, Jack, is great. <BR/>13117237 == He stated the service was very prompt and XXX Company provided very good customer service (from his service technician). <BR/>",
5,5,Care and Respect from Technician,3.469339887,5,346.9339887,"15104306 == Ron stated that the mechanic, Jack, is great. <BR/>13117237 == He stated the service was very prompt and XXX Company provided very good customer service (from his service technician). <BR/>",
6,5,Care and Respect from Technician,3.168332726,5,200.5979697,"15104306 == Ron stated that the mechanic, Jack, is great. <BR/>13117237 == He stated the service was very prompt and XXX Company provided very good customer service (from his service technician). <BR/>",
7,6,Care and Respect from Technician,3.469339887,5,200.5979697,"15104306 == Ron stated that the mechanic, Jack, is great. <BR/>13117237 == He stated the service was very prompt and XXX Company provided very good customer service (from his service technician). <BR/>",
