id,size,actions,impact,feasibility,attractiveness,positive,negative
3,3,Technician Knowledge and Expertise,1.773351976,5,17.73351976,"13982399 == He stated the field service technician was knowledgeable and took care of his problems. <BR/>12497645 == Ross said XXX Company's technicians are friendly, knowledgeable and do a good job. <BR/>12266761 == Albert said they were prompt, knowledgeable and helped troubleshoot another machine. <BR/>15407956 == Mr. Caston stated the technician that came out was very knowledgeable and professional. <BR/>12497597 == Lee stated that XXX Company was professional and have excellent CAT product knowledge. <BR/>",
4,4,Technician Knowledge and Expertise,2.57818095,5,25.7818095,"13982399 == He stated the field service technician was knowledgeable and took care of his problems. <BR/>12497645 == Ross said XXX Company's technicians are friendly, knowledgeable and do a good job. <BR/>12266761 == Albert said they were prompt, knowledgeable and helped troubleshoot another machine. <BR/>15407956 == Mr. Caston stated the technician that came out was very knowledgeable and professional. <BR/>12497597 == Lee stated that XXX Company was professional and have excellent CAT product knowledge. <BR/>",
5,7,Technician Knowledge and Expertise,1.937770675,5,19.37770675,"13982399 == He stated the field service technician was knowledgeable and took care of his problems. <BR/>12497645 == Ross said XXX Company's technicians are friendly, knowledgeable and do a good job. <BR/>12266761 == Albert said they were prompt, knowledgeable and helped troubleshoot another machine. <BR/>15407956 == Mr. Caston stated the technician that came out was very knowledgeable and professional. <BR/>12497597 == Lee stated that XXX Company was professional and have excellent CAT product knowledge. <BR/>",
6,7,Technician Knowledge and Expertise,1.514169764,5,15.14169764,"13982399 == He stated the field service technician was knowledgeable and took care of his problems. <BR/>12497645 == Ross said XXX Company's technicians are friendly, knowledgeable and do a good job. <BR/>12266761 == Albert said they were prompt, knowledgeable and helped troubleshoot another machine. <BR/>15407956 == Mr. Caston stated the technician that came out was very knowledgeable and professional. <BR/>12497597 == Lee stated that XXX Company was professional and have excellent CAT product knowledge. <BR/>",
7,8,Technician Knowledge and Expertise,4.789847309,5,47.89847309,"13982399 == He stated the field service technician was knowledgeable and took care of his problems. <BR/>12497645 == Ross said XXX Company's technicians are friendly, knowledgeable and do a good job. <BR/>12266761 == Albert said they were prompt, knowledgeable and helped troubleshoot another machine. <BR/>15407956 == Mr. Caston stated the technician that came out was very knowledgeable and professional. <BR/>12497597 == Lee stated that XXX Company was professional and have excellent CAT product knowledge. <BR/>",
5,7,Staff's Knowledge,1.937770675,5,19.37770675,13711579 == Danny stated that they came fast and the guys that worked on the equipment were knowledgeable. <BR/>,
6,7,Staff's Knowledge,1.514169764,5,15.14169764,13711579 == Danny stated that they came fast and the guys that worked on the equipment were knowledgeable. <BR/>,
7,8,Staff's Knowledge,4.789847309,5,47.89847309,13711579 == Danny stated that they came fast and the guys that worked on the equipment were knowledgeable. <BR/>,
2,3,Service Done Correctly,2.482692767,5,24.82692767,"13530866 == He stated they come out as soon as he calls them to get the equipment fixed. <BR/>13982397 == He stated XXX Company always do well for him. <BR/>14631117 == Brenda said that they came quickly and the repair was completed quickly as well.  Brenda said that there was little down time. <BR/>13441382 == Mike stated XXX Company came out, analyzed the problem, went got the parts, came back and fixed the problem. <BR/>13122309 == Troy stated that XXX Company has done well on everything he gets done by them. <BR/>13441342 == He stated the service was done correctly. <BR/>15582124 == Joe said they do well on everything and Bobby is great. <BR/>13401962 == He stated XXX Company fixed the equipment. <BR/>14469205 == Clyde stated that it took 6 months to get this engine fixed and they had to send it in 2-3 times. <BR/>14150965 == Phil said they do well. <BR/>14631099 == Eric said that they arrived in a timely manner and had the equipment fixed quickly. <BR/>15070689 == He stated they do everything well.  He stated they operate in a timely manner, good service, and the people are great. <BR/>",
5,7,Service Done Correctly,1.937770675,5,19.37770675,"13530866 == He stated they come out as soon as he calls them to get the equipment fixed. <BR/>13982397 == He stated XXX Company always do well for him. <BR/>14631117 == Brenda said that they came quickly and the repair was completed quickly as well.  Brenda said that there was little down time. <BR/>13441382 == Mike stated XXX Company came out, analyzed the problem, went got the parts, came back and fixed the problem. <BR/>13122309 == Troy stated that XXX Company has done well on everything he gets done by them. <BR/>13441342 == He stated the service was done correctly. <BR/>15582124 == Joe said they do well on everything and Bobby is great. <BR/>13401962 == He stated XXX Company fixed the equipment. <BR/>14469205 == Clyde stated that it took 6 months to get this engine fixed and they had to send it in 2-3 times. <BR/>14150965 == Phil said they do well. <BR/>14631099 == Eric said that they arrived in a timely manner and had the equipment fixed quickly. <BR/>15070689 == He stated they do everything well.  He stated they operate in a timely manner, good service, and the people are great. <BR/>",
