id,size,actions,impact,feasibility,attractiveness,,positive,negative
0,1,Technician Knowledge and Expertise,26.66666667,5,2666.666667,,12323743 == Chad stated the technician was knowledgeable. <BR/>13080240 == Jason stated the mechanic was knowledgeable and really good. <BR/>,
