id,size,actions,impact,feasibility,attractiveness,positive,negative
02,2,Technician Knowledge and Expertise,0.675580577,5,188.4816754,"12985982 == He said the technician was knowledgeable and the pricing was reasonable. He said the job was done right. <BR/>12700902 == Javier stated that they are very responsive, the technicians are skilled and they provide good information on reports. <BR/>12482123 == Rodger stated that the service technician was professional and through. <BR/>15310394 == Ed stated the scheduling was very easy , and he stated the technician that came out was very professional. <BR/>15440820 == Sal stated their technicians are very knowledgeable . <BR/>14326092 == He said the technician was knowledgeable. <BR/>13594577 == He said the technician is knowledgeable and communicates well. <BR/>12482283 == Damon stated that the technician, Clark Ennis, was professional,quick and through. <BR/>",
06,3,Technician Knowledge and Expertise,0.675580577,5,167.539267,"12985982 == He said the technician was knowledgeable and the pricing was reasonable. He said the job was done right. <BR/>12700902 == Javier stated that they are very responsive, the technicians are skilled and they provide good information on reports. <BR/>12482123 == Rodger stated that the service technician was professional and through. <BR/>15310394 == Ed stated the scheduling was very easy , and he stated the technician that came out was very professional. <BR/>15440820 == Sal stated their technicians are very knowledgeable . <BR/>14326092 == He said the technician was knowledgeable. <BR/>13594577 == He said the technician is knowledgeable and communicates well. <BR/>12482283 == Damon stated that the technician, Clark Ennis, was professional,quick and through. <BR/>",
09,4,Technician Knowledge and Expertise,1.266713582,5,34.90401396,"12985982 == He said the technician was knowledgeable and the pricing was reasonable. He said the job was done right. <BR/>12700902 == Javier stated that they are very responsive, the technicians are skilled and they provide good information on reports. <BR/>12482123 == Rodger stated that the service technician was professional and through. <BR/>15310394 == Ed stated the scheduling was very easy , and he stated the technician that came out was very professional. <BR/>15440820 == Sal stated their technicians are very knowledgeable . <BR/>14326092 == He said the technician was knowledgeable. <BR/>13594577 == He said the technician is knowledgeable and communicates well. <BR/>12482283 == Damon stated that the technician, Clark Ennis, was professional,quick and through. <BR/>",
10,4,Technician Knowledge and Expertise,0.675580577,5,34.90401396,"12985982 == He said the technician was knowledgeable and the pricing was reasonable. He said the job was done right. <BR/>12700902 == Javier stated that they are very responsive, the technicians are skilled and they provide good information on reports. <BR/>12482123 == Rodger stated that the service technician was professional and through. <BR/>15310394 == Ed stated the scheduling was very easy , and he stated the technician that came out was very professional. <BR/>15440820 == Sal stated their technicians are very knowledgeable . <BR/>14326092 == He said the technician was knowledgeable. <BR/>13594577 == He said the technician is knowledgeable and communicates well. <BR/>12482283 == Damon stated that the technician, Clark Ennis, was professional,quick and through. <BR/>",
11,5,Technician Knowledge and Expertise,2.448979592,5,20.94240838,"12985982 == He said the technician was knowledgeable and the pricing was reasonable. He said the job was done right. <BR/>12700902 == Javier stated that they are very responsive, the technicians are skilled and they provide good information on reports. <BR/>12482123 == Rodger stated that the service technician was professional and through. <BR/>15310394 == Ed stated the scheduling was very easy , and he stated the technician that came out was very professional. <BR/>15440820 == Sal stated their technicians are very knowledgeable . <BR/>14326092 == He said the technician was knowledgeable. <BR/>13594577 == He said the technician is knowledgeable and communicates well. <BR/>12482283 == Damon stated that the technician, Clark Ennis, was professional,quick and through. <BR/>",
12,5,Technician Knowledge and Expertise,0.872624912,5,20.94240838,"12985982 == He said the technician was knowledgeable and the pricing was reasonable. He said the job was done right. <BR/>12700902 == Javier stated that they are very responsive, the technicians are skilled and they provide good information on reports. <BR/>12482123 == Rodger stated that the service technician was professional and through. <BR/>15310394 == Ed stated the scheduling was very easy , and he stated the technician that came out was very professional. <BR/>15440820 == Sal stated their technicians are very knowledgeable . <BR/>14326092 == He said the technician was knowledgeable. <BR/>13594577 == He said the technician is knowledgeable and communicates well. <BR/>12482283 == Damon stated that the technician, Clark Ennis, was professional,quick and through. <BR/>",
13,6,Technician Knowledge and Expertise,2.448979592,5,20.94240838,"12985982 == He said the technician was knowledgeable and the pricing was reasonable. He said the job was done right. <BR/>12700902 == Javier stated that they are very responsive, the technicians are skilled and they provide good information on reports. <BR/>12482123 == Rodger stated that the service technician was professional and through. <BR/>15310394 == Ed stated the scheduling was very easy , and he stated the technician that came out was very professional. <BR/>15440820 == Sal stated their technicians are very knowledgeable . <BR/>14326092 == He said the technician was knowledgeable. <BR/>13594577 == He said the technician is knowledgeable and communicates well. <BR/>12482283 == Damon stated that the technician, Clark Ennis, was professional,quick and through. <BR/>",
14,6,Technician Knowledge and Expertise,1.773399015,5,749.2749864,"12985982 == He said the technician was knowledgeable and the pricing was reasonable. He said the job was done right. <BR/>12700902 == Javier stated that they are very responsive, the technicians are skilled and they provide good information on reports. <BR/>12482123 == Rodger stated that the service technician was professional and through. <BR/>15310394 == Ed stated the scheduling was very easy , and he stated the technician that came out was very professional. <BR/>15440820 == Sal stated their technicians are very knowledgeable . <BR/>14326092 == He said the technician was knowledgeable. <BR/>13594577 == He said the technician is knowledgeable and communicates well. <BR/>12482283 == Damon stated that the technician, Clark Ennis, was professional,quick and through. <BR/>",
15,6,Technician Knowledge and Expertise,0.39408867,5,749.2749864,"12985982 == He said the technician was knowledgeable and the pricing was reasonable. He said the job was done right. <BR/>12700902 == Javier stated that they are very responsive, the technicians are skilled and they provide good information on reports. <BR/>12482123 == Rodger stated that the service technician was professional and through. <BR/>15310394 == Ed stated the scheduling was very easy , and he stated the technician that came out was very professional. <BR/>15440820 == Sal stated their technicians are very knowledgeable . <BR/>14326092 == He said the technician was knowledgeable. <BR/>13594577 == He said the technician is knowledgeable and communicates well. <BR/>12482283 == Damon stated that the technician, Clark Ennis, was professional,quick and through. <BR/>",
16,7,Technician Knowledge and Expertise,6.108374384,5,749.2749864,"12985982 == He said the technician was knowledgeable and the pricing was reasonable. He said the job was done right. <BR/>12700902 == Javier stated that they are very responsive, the technicians are skilled and they provide good information on reports. <BR/>12482123 == Rodger stated that the service technician was professional and through. <BR/>15310394 == Ed stated the scheduling was very easy , and he stated the technician that came out was very professional. <BR/>15440820 == Sal stated their technicians are very knowledgeable . <BR/>14326092 == He said the technician was knowledgeable. <BR/>13594577 == He said the technician is knowledgeable and communicates well. <BR/>12482283 == Damon stated that the technician, Clark Ennis, was professional,quick and through. <BR/>",
17,7,Technician Knowledge and Expertise,3.653764954,5,749.2749864,"12985982 == He said the technician was knowledgeable and the pricing was reasonable. He said the job was done right. <BR/>12700902 == Javier stated that they are very responsive, the technicians are skilled and they provide good information on reports. <BR/>12482123 == Rodger stated that the service technician was professional and through. <BR/>15310394 == Ed stated the scheduling was very easy , and he stated the technician that came out was very professional. <BR/>15440820 == Sal stated their technicians are very knowledgeable . <BR/>14326092 == He said the technician was knowledgeable. <BR/>13594577 == He said the technician is knowledgeable and communicates well. <BR/>12482283 == Damon stated that the technician, Clark Ennis, was professional,quick and through. <BR/>",
18,7,Technician Knowledge and Expertise,2.955665025,5,244.3280977,"12985982 == He said the technician was knowledgeable and the pricing was reasonable. He said the job was done right. <BR/>12700902 == Javier stated that they are very responsive, the technicians are skilled and they provide good information on reports. <BR/>12482123 == Rodger stated that the service technician was professional and through. <BR/>15310394 == Ed stated the scheduling was very easy , and he stated the technician that came out was very professional. <BR/>15440820 == Sal stated their technicians are very knowledgeable . <BR/>14326092 == He said the technician was knowledgeable. <BR/>13594577 == He said the technician is knowledgeable and communicates well. <BR/>12482283 == Damon stated that the technician, Clark Ennis, was professional,quick and through. <BR/>",
19,7,Technician Knowledge and Expertise,0.39408867,5,244.3280977,"12985982 == He said the technician was knowledgeable and the pricing was reasonable. He said the job was done right. <BR/>12700902 == Javier stated that they are very responsive, the technicians are skilled and they provide good information on reports. <BR/>12482123 == Rodger stated that the service technician was professional and through. <BR/>15310394 == Ed stated the scheduling was very easy , and he stated the technician that came out was very professional. <BR/>15440820 == Sal stated their technicians are very knowledgeable . <BR/>14326092 == He said the technician was knowledgeable. <BR/>13594577 == He said the technician is knowledgeable and communicates well. <BR/>12482283 == Damon stated that the technician, Clark Ennis, was professional,quick and through. <BR/>",
20,7,Technician Knowledge and Expertise,0.39408867,5,244.3280977,"12985982 == He said the technician was knowledgeable and the pricing was reasonable. He said the job was done right. <BR/>12700902 == Javier stated that they are very responsive, the technicians are skilled and they provide good information on reports. <BR/>12482123 == Rodger stated that the service technician was professional and through. <BR/>15310394 == Ed stated the scheduling was very easy , and he stated the technician that came out was very professional. <BR/>15440820 == Sal stated their technicians are very knowledgeable . <BR/>14326092 == He said the technician was knowledgeable. <BR/>13594577 == He said the technician is knowledgeable and communicates well. <BR/>12482283 == Damon stated that the technician, Clark Ennis, was professional,quick and through. <BR/>",
21,8,Technician Knowledge and Expertise,8.011854033,5,244.3280977,"12985982 == He said the technician was knowledgeable and the pricing was reasonable. He said the job was done right. <BR/>12700902 == Javier stated that they are very responsive, the technicians are skilled and they provide good information on reports. <BR/>12482123 == Rodger stated that the service technician was professional and through. <BR/>15310394 == Ed stated the scheduling was very easy , and he stated the technician that came out was very professional. <BR/>15440820 == Sal stated their technicians are very knowledgeable . <BR/>14326092 == He said the technician was knowledgeable. <BR/>13594577 == He said the technician is knowledgeable and communicates well. <BR/>12482283 == Damon stated that the technician, Clark Ennis, was professional,quick and through. <BR/>",
22,8,Technician Knowledge and Expertise,7.869822696,5,83.76963351,"12985982 == He said the technician was knowledgeable and the pricing was reasonable. He said the job was done right. <BR/>12700902 == Javier stated that they are very responsive, the technicians are skilled and they provide good information on reports. <BR/>12482123 == Rodger stated that the service technician was professional and through. <BR/>15310394 == Ed stated the scheduling was very easy , and he stated the technician that came out was very professional. <BR/>15440820 == Sal stated their technicians are very knowledgeable . <BR/>14326092 == He said the technician was knowledgeable. <BR/>13594577 == He said the technician is knowledgeable and communicates well. <BR/>12482283 == Damon stated that the technician, Clark Ennis, was professional,quick and through. <BR/>",
23,8,Technician Knowledge and Expertise,5.517241379,5,83.76963351,"12985982 == He said the technician was knowledgeable and the pricing was reasonable. He said the job was done right. <BR/>12700902 == Javier stated that they are very responsive, the technicians are skilled and they provide good information on reports. <BR/>12482123 == Rodger stated that the service technician was professional and through. <BR/>15310394 == Ed stated the scheduling was very easy , and he stated the technician that came out was very professional. <BR/>15440820 == Sal stated their technicians are very knowledgeable . <BR/>14326092 == He said the technician was knowledgeable. <BR/>13594577 == He said the technician is knowledgeable and communicates well. <BR/>12482283 == Damon stated that the technician, Clark Ennis, was professional,quick and through. <BR/>",
24,8,Technician Knowledge and Expertise,2.955665025,5,83.76963351,"12985982 == He said the technician was knowledgeable and the pricing was reasonable. He said the job was done right. <BR/>12700902 == Javier stated that they are very responsive, the technicians are skilled and they provide good information on reports. <BR/>12482123 == Rodger stated that the service technician was professional and through. <BR/>15310394 == Ed stated the scheduling was very easy , and he stated the technician that came out was very professional. <BR/>15440820 == Sal stated their technicians are very knowledgeable . <BR/>14326092 == He said the technician was knowledgeable. <BR/>13594577 == He said the technician is knowledgeable and communicates well. <BR/>12482283 == Damon stated that the technician, Clark Ennis, was professional,quick and through. <BR/>",
25,9,Technician Knowledge and Expertise,8.066867031,5,83.76963351,"12985982 == He said the technician was knowledgeable and the pricing was reasonable. He said the job was done right. <BR/>12700902 == Javier stated that they are very responsive, the technicians are skilled and they provide good information on reports. <BR/>12482123 == Rodger stated that the service technician was professional and through. <BR/>15310394 == Ed stated the scheduling was very easy , and he stated the technician that came out was very professional. <BR/>15440820 == Sal stated their technicians are very knowledgeable . <BR/>14326092 == He said the technician was knowledgeable. <BR/>13594577 == He said the technician is knowledgeable and communicates well. <BR/>12482283 == Damon stated that the technician, Clark Ennis, was professional,quick and through. <BR/>",
14,6,Staff's Knowledge,1.773399015,5,749.2749864,13349601 == Earl said they have knowledgeable staff and treat him well. <BR/>14427737 == He said the staff is professional and they did what they said they would do. <BR/>,
15,6,Staff's Knowledge,0.39408867,5,749.2749864,13349601 == Earl said they have knowledgeable staff and treat him well. <BR/>14427737 == He said the staff is professional and they did what they said they would do. <BR/>,
16,7,Staff's Knowledge,6.108374384,5,749.2749864,13349601 == Earl said they have knowledgeable staff and treat him well. <BR/>14427737 == He said the staff is professional and they did what they said they would do. <BR/>,
17,7,Staff's Knowledge,3.653764954,5,749.2749864,13349601 == Earl said they have knowledgeable staff and treat him well. <BR/>14427737 == He said the staff is professional and they did what they said they would do. <BR/>,
18,7,Staff's Knowledge,2.955665025,5,244.3280977,13349601 == Earl said they have knowledgeable staff and treat him well. <BR/>14427737 == He said the staff is professional and they did what they said they would do. <BR/>,
19,7,Staff's Knowledge,0.39408867,5,244.3280977,13349601 == Earl said they have knowledgeable staff and treat him well. <BR/>14427737 == He said the staff is professional and they did what they said they would do. <BR/>,
20,7,Staff's Knowledge,0.39408867,5,244.3280977,13349601 == Earl said they have knowledgeable staff and treat him well. <BR/>14427737 == He said the staff is professional and they did what they said they would do. <BR/>,
21,8,Staff's Knowledge,8.011854033,5,244.3280977,13349601 == Earl said they have knowledgeable staff and treat him well. <BR/>14427737 == He said the staff is professional and they did what they said they would do. <BR/>,
22,8,Staff's Knowledge,7.869822696,5,83.76963351,13349601 == Earl said they have knowledgeable staff and treat him well. <BR/>14427737 == He said the staff is professional and they did what they said they would do. <BR/>,
23,8,Staff's Knowledge,5.517241379,5,83.76963351,13349601 == Earl said they have knowledgeable staff and treat him well. <BR/>14427737 == He said the staff is professional and they did what they said they would do. <BR/>,
24,8,Staff's Knowledge,2.955665025,5,83.76963351,13349601 == Earl said they have knowledgeable staff and treat him well. <BR/>14427737 == He said the staff is professional and they did what they said they would do. <BR/>,
25,9,Staff's Knowledge,8.066867031,5,83.76963351,13349601 == Earl said they have knowledgeable staff and treat him well. <BR/>14427737 == He said the staff is professional and they did what they said they would do. <BR/>,
05,3,Service Done Correctly,0.78817734,5,167.539267,"14934722 == He stated they do a good job checking to see if everything is done correctly - they are very professional. <BR/>14801503 == He said -XXX Company Lift/Hyster provided a fast service experience; the technician got job done properly. <BR/>14184320 == Grant stated that everything was done well on this experience, including the professionalism, communication, and skill set. <BR/>12570611 == Seth stated they showed up on time, and fixed it correctly. <BR/>12359423 == He stated they did a great job and fixed his truck in a timely manner. <BR/>14609056 == Luke stated that Ever-Pac always get the job done on time, properly, and reasonably priced. <BR/>13678561 == David stated the technician provided good service, he was knowledgeable and had it fixed quickly. <BR/>14643100 == He stated they got the fork lift fixed in timely manner. <BR/>14427756 == He said the service manager took time to explain his options and the work was done well. <BR/>12384411 == George stated Renee is very informative and knows what he is doing. The repair is done correctly the first time. <BR/>14428168 == Robert stated this was an old fork lift and the technician came on time with the parts to fix it properly. <BR/>14184083 == Paul said they fixed his tractor in a timely manner, and that was awesome. <BR/>13440638 == He said the repair was completed correctly. <BR/>14013450 == Carlos said they do everything well. <BR/>15118795 == He stated that they fixed what he asked them to fix. <BR/>13733477 == Dan said they came out and fixed the code on the lift,  they found some other problems and fixed them too. <BR/>14643441 == Pablo stated that what was done well during this service experience was that the situation was explained by the technician. <BR/>12734279 == She stated that they built the forklift so they have the knowledge to service it properly. <BR/>14747694 == Tony said the overall service was good, they diagnosed it and fixed it accordingly. <BR/>14801466 == Jorge said XXX Company Lift/Hyster preforms the way they should.  The service was done well. <BR/>13890923 == Earl stated that the hospitality and how fast they got the job done were what was done well this time. <BR/>",
