meta_action
staff show care and respect to customers
improve staff's knowledge
improve orders timeliness
improve price competitiveness
ensure service done correctly
improve parts availability
improve orders accuracy
improve parts quality
improve proactive communication
improve orders ease
have a proper number of staff
