id,size,actions,impact,feasibility,attractiveness,positive,negative
00,3,Timely Parts Arrival,3.005904455179818,5,15.02952227589909,"Kirk said NMC was able to process his order in a very timely manner.  He appreciated NMC getting to him right away. (13754162)<BR/>Bruce stated they are knowledgeable, and get the parts orders correct the first time. (14139485)<BR/>","",
00,3,Care and Respect From Staff,3.005904455179818,5,15.02952227589909,"After probing, Chris said that nothing stands out but, the parts staff are good and they are easy to talk to. (13754671)<BR/>He stated they guys are always real friendly and they work extra hard to find parts. (13090351)<BR/>They have a good staff who try their best. (13403135)<BR/>Travis stated he feels the parts cost too much.  He also stated NMC's parts staff is good. (14462502)<BR/>Steve stated NMC parts staff was very helpful. (13930619)<BR/>Bill stated they have a very helpful and knowledgeable parts staff. (13091072)<BR/>","",
00,3,Parts Availability,3.005904455179818,5,15.02952227589909,"Eric stated they had the needed parts, adding they keep good inventory. (13929486)<BR/>Allen stated that he would recommend NMC because they are very knowledgeable about parts and machines. (15106066)<BR/>Myron stated that technicians were knowledgeable about equipment. (15105608)<BR/>Chris stated that they're quick and knowledgeable about parts. (14739030)<BR/>","Todd said that the parts that he needed were not available.   Todd said that he needed Princeton Teledyne parts. (13267002)<BR/>He stated they do not have enough inventory.  He stated he has been there twice and they were out of oil. (13266960)<BR/>",
01,5,Service Completed Successfully,3.864734299516908,5,19.32367149758454,"Josh stated that they have the parts on hand, the service is quick, and they have done well for him. (13267272)<BR/>He stated that he thinks they do everything well. (13712599)<BR/>Dan said they do everything well. (14614551)<BR/>","",
01,5,Care and Respect From Staff,3.864734299516908,5,19.32367149758454,"After probing, Chris said that nothing stands out but, the parts staff are good and they are easy to talk to. (13754671)<BR/>He stated they guys are always real friendly and they work extra hard to find parts. (13090351)<BR/>They have a good staff who try their best. (13403135)<BR/>Travis stated he feels the parts cost too much.  He also stated NMC's parts staff is good. (14462502)<BR/>Steve stated NMC parts staff was very helpful. (13930619)<BR/>Bill stated they have a very helpful and knowledgeable parts staff. (13091072)<BR/>","",
01,5,Parts Availability,3.864734299516908,5,19.32367149758454,"Eric stated they had the needed parts, adding they keep good inventory. (13929486)<BR/>Allen stated that he would recommend NMC because they are very knowledgeable about parts and machines. (15106066)<BR/>Myron stated that technicians were knowledgeable about equipment. (15105608)<BR/>Chris stated that they're quick and knowledgeable about parts. (14739030)<BR/>","Todd said that the parts that he needed were not available.   Todd said that he needed Princeton Teledyne parts. (13267002)<BR/>He stated they do not have enough inventory.  He stated he has been there twice and they were out of oil. (13266960)<BR/>",
01,5,Knowledgeable Staff,3.864734299516908,5,19.32367149758454,"Mark stated they have a knowledgeable staff. (13929731)<BR/>Matt stated that the four parts guys are very knowledgeable and he likes the fact that they have been there for a while. (14572798)<BR/>Joe stated they have a knowledgeable staff, that goes out of their way to be helpful. (13929277)<BR/>Rick stated NMC's staff was pretty knowledgeable. (14181758)<BR/>Mike stated NMC's staff is very knowledgeable. (14403213)<BR/>","",
01,5,Parts Quality,3.864734299516908,5,19.32367149758454,"Eric stated they had the needed parts, adding they keep good inventory. (13929486)<BR/>Carl shared that they have two really good parts representatives there yet others that may require some attention. (13404111)<BR/>Larry stated he would recommend because they have good parts availability. (13197994)<BR/>","",
02,5,Timely Parts Arrival,1.4492753623188406,5,7.246376811594203,"Kirk said NMC was able to process his order in a very timely manner.  He appreciated NMC getting to him right away. (13754162)<BR/>Bruce stated they are knowledgeable, and get the parts orders correct the first time. (14139485)<BR/>","",
02,5,Service Completed Successfully,1.4492753623188406,5,7.246376811594203,"Josh stated that they have the parts on hand, the service is quick, and they have done well for him. (13267272)<BR/>He stated that he thinks they do everything well. (13712599)<BR/>Dan said they do everything well. (14614551)<BR/>","",
