id,size,actions,impact,feasibility,attractiveness,positive,negative
00,2,Parts Availability,1.6161616161616161,5,8.080808080808081,"Bobby stated the parts are available and he does not have to wait long. (13711795)<BR/>Hooky stated that they have a good inventory of stock. (13402687)<BR/>He stated he was happy with the serivce, staff know the parts and parts are available when needed. (15404208)<BR/>","",
00,2,Parts Quality,1.6161616161616161,5,8.080808080808081,"Bobby stated that the good parts and service are the main reasons. (12267374)<BR/>Hooky stated that they have a good inventory of stock. (13402687)<BR/>Joe stated that they have good availability of CAT parts and short wait time when the parts need to be ordered. (14630963)<BR/>","",
01,3,Order Accuracy,2.8282828282828283,5,14.141414141414142,"Clifton stated that the parts staff needs to get the correct parts in his parts orders. (12267023)<BR/>","",
01,3,Parts Availability,2.8282828282828283,5,14.141414141414142,"Bobby stated the parts are available and he does not have to wait long. (13711795)<BR/>Hooky stated that they have a good inventory of stock. (13402687)<BR/>He stated he was happy with the serivce, staff know the parts and parts are available when needed. (15404208)<BR/>","",
01,3,Parts Quality,2.8282828282828283,5,14.141414141414142,"Bobby stated that the good parts and service are the main reasons. (12267374)<BR/>Hooky stated that they have a good inventory of stock. (13402687)<BR/>Joe stated that they have good availability of CAT parts and short wait time when the parts need to be ordered. (14630963)<BR/>","",
02,4,Service Completed Successfully,4.943553178847297,5,24.717765894236482,"Mike stated they do everything well. He said they are nice, courtesy, and the workers are good. (13121272)<BR/>","",
02,4,Care and Respect From Staff,4.943553178847297,5,24.717765894236482,"Charlie stated they are good guys and were helpful. (14301895)<BR/>Cynthia said XXX Company has a friendly staff and quality service. (14301841)<BR/>He stated that they are good guys and they are very knowledgeable and helpful. (15071621)<BR/>Curtis said they treat you good,  they take time with you and they have a customer friendly staff. (13711883)<BR/>Ronald stated that the nice parts staff is the main reason. (12267088)<BR/>Chris said XXX Company always provides excellent service and he said Gary is the best parts guy. (14301904)<BR/>Danny said XXX Company has a friendly staff and are easy to deal with on his parts orders. (13402234)<BR/>JJ stated that XXX Company employees are helpful, have parts available when he needs them and provides good service. (12499062)<BR/>Ira stated the staff is great. (12267269)<BR/>","",
02,4,Parts Availability,4.943553178847297,5,24.717765894236482,"Bobby stated the parts are available and he does not have to wait long. (13711795)<BR/>Hooky stated that they have a good inventory of stock. (13402687)<BR/>He stated he was happy with the serivce, staff know the parts and parts are available when needed. (15404208)<BR/>","",
02,4,Parts Quality,4.943553178847297,5,24.717765894236482,"Bobby stated that the good parts and service are the main reasons. (12267374)<BR/>Hooky stated that they have a good inventory of stock. (13402687)<BR/>Joe stated that they have good availability of CAT parts and short wait time when the parts need to be ordered. (14630963)<BR/>","",
03,4,Care and Respect From Staff,4.040404040404041,5,20.202020202020204,"Charlie stated they are good guys and were helpful. (14301895)<BR/>Cynthia said XXX Company has a friendly staff and quality service. (14301841)<BR/>He stated that they are good guys and they are very knowledgeable and helpful. (15071621)<BR/>Curtis said they treat you good,  they take time with you and they have a customer friendly staff. (13711883)<BR/>Ronald stated that the nice parts staff is the main reason. (12267088)<BR/>Chris said XXX Company always provides excellent service and he said Gary is the best parts guy. (14301904)<BR/>Danny said XXX Company has a friendly staff and are easy to deal with on his parts orders. (13402234)<BR/>JJ stated that XXX Company employees are helpful, have parts available when he needs them and provides good service. (12499062)<BR/>Ira stated the staff is great. (12267269)<BR/>","",
