id,size,actions,impact,feasibility,attractiveness,positive,negative
00,2,Care and Respect From Staff,16.666666666666668,5,83.33333333333334,"","",
00,2,Parts Quality,16.666666666666668,5,83.33333333333334,"Scott stated that the they have good customer service and prompt delivery on parts. (13273195)<BR/>","",
01,3,Care and Respect From Staff,16.666666666666668,5,83.33333333333334,"","",
01,3,Parts Availability,16.666666666666668,5,83.33333333333334,"","",
01,3,Parts Quality,16.666666666666668,5,83.33333333333334,"Scott stated that the they have good customer service and prompt delivery on parts. (13273195)<BR/>","",
02,3,Service Completed Successfully,16.666666666666668,5,83.33333333333334,"","",
02,3,Care and Respect From Staff,16.666666666666668,5,83.33333333333334,"","",
02,3,Parts Quality,16.666666666666668,5,83.33333333333334,"Scott stated that the they have good customer service and prompt delivery on parts. (13273195)<BR/>","",
03,3,Care and Respect From Staff,16.666666666666668,5,83.33333333333334,"","",
03,3,Parts Availability,16.666666666666668,5,83.33333333333334,"","",
03,3,Knowledgeable Staff,16.666666666666668,5,83.33333333333334,"","",
04,4,Care and Respect From Staff,16.666666666666668,5,83.33333333333334,"","",
04,4,Parts Availability,16.666666666666668,5,83.33333333333334,"","",
04,4,Knowledgeable Staff,16.666666666666668,5,83.33333333333334,"","",
04,4,Parts Quality,16.666666666666668,5,83.33333333333334,"Scott stated that the they have good customer service and prompt delivery on parts. (13273195)<BR/>","",
05,4,Service Completed Successfully,16.666666666666668,5,83.33333333333334,"","",
05,4,Care and Respect From Staff,16.666666666666668,5,83.33333333333334,"","",
05,4,Competitive Pricing,16.666666666666668,5,83.33333333333334,"","",
05,4,Parts Quality,16.666666666666668,5,83.33333333333334,"Scott stated that the they have good customer service and prompt delivery on parts. (13273195)<BR/>","",
06,5,Service Completed Successfully,16.666666666666668,5,83.33333333333334,"","",
06,5,Care and Respect From Staff,16.666666666666668,5,83.33333333333334,"","",
06,5,Parts Availability,16.666666666666668,5,83.33333333333334,"","",
06,5,Knowledgeable Staff,16.666666666666668,5,83.33333333333334,"","",
