id,size,actions,impact,feasibility,attractiveness,positive,negative
00,1,Care and Respect From Staff,0.47438330170777987,5,2.3719165085388996,"Jose stated XXX Company Company's staff is helpful in finding parts. (12451527)<BR/>Steve did not have any specifics for this rating.  He added that they have good, professional guys working there. (13439180)<BR/>","",
01,2,Ease of Order,1.075268817204301,5,5.376344086021505,"Mike said XXX Company Company was fast with his parts order. (13188813)<BR/>Richard said XXX Company Company was efficient with his parts order. (13748534)<BR/>He stated it is easy to order parts. (13117762)<BR/>","Ryan stated that they have a slow process and sometimes they get the wrong parts to him. (12451333)<BR/>",
01,2,Competitive Pricing,1.075268817204301,5,5.376344086021505,"","He stated that they are the only provider in the area. He also stated that their pricing is too high. (12450953)<BR/>",
02,2,Care and Respect From Staff,1.0120177103099304,5,5.060088551549652,"Jose stated XXX Company Company's staff is helpful in finding parts. (12451527)<BR/>Steve did not have any specifics for this rating.  He added that they have good, professional guys working there. (13439180)<BR/>","",
02,2,Competitive Pricing,1.0120177103099304,5,5.060088551549652,"","He stated that they are the only provider in the area. He also stated that their pricing is too high. (12450953)<BR/>",
03,2,Care and Respect From Staff,0.9224119755429054,5,4.612059877714527,"Jose stated XXX Company Company's staff is helpful in finding parts. (12451527)<BR/>Steve did not have any specifics for this rating.  He added that they have good, professional guys working there. (13439180)<BR/>","",
03,2,Parts Quality,0.9224119755429054,5,4.612059877714527,"Kevin stated they have good availability and take good care of him as a customer. (13119019)<BR/>Bill stated they have good parts availability, and are knowledgeable and friendly. (13188884)<BR/>He stated that they were prompt, their customer service was fantastic and parts availability is very good. (13486227)<BR/>Sergio stated XXX Company has good quality parts. (12451865)<BR/>Scott stated they are helpful and have good inventory. (13615209)<BR/>Steve stated he would recommend because of the professionalism of their operation, and the good availability of the parts. (12198384)<BR/>","",
04,2,Ease of Order,0.5376344086021505,5,2.6881720430107525,"Mike said XXX Company Company was fast with his parts order. (13188813)<BR/>Richard said XXX Company Company was efficient with his parts order. (13748534)<BR/>He stated it is easy to order parts. (13117762)<BR/>","Ryan stated that they have a slow process and sometimes they get the wrong parts to him. (12451333)<BR/>",
04,2,Parts Quality,0.5376344086021505,5,2.6881720430107525,"Kevin stated they have good availability and take good care of him as a customer. (13119019)<BR/>Bill stated they have good parts availability, and are knowledgeable and friendly. (13188884)<BR/>He stated that they were prompt, their customer service was fantastic and parts availability is very good. (13486227)<BR/>Sergio stated XXX Company has good quality parts. (12451865)<BR/>Scott stated they are helpful and have good inventory. (13615209)<BR/>Steve stated he would recommend because of the professionalism of their operation, and the good availability of the parts. (12198384)<BR/>","",
05,2,Competitive Pricing,0.5376344086021505,5,2.6881720430107525,"","He stated that they are the only provider in the area. He also stated that their pricing is too high. (12450953)<BR/>",
