id,size,actions,impact,feasibility,attractiveness,positive,negative
00,2,Care and Respect From Staff,0.46511627906976744,5,2.3255813953488373,"He stated the staff is good and get him what he needs. (13983969)<BR/>Albert stated that they are very efficient, friendly, and he doesn't have to wait very long to get service when he goes there. (12324184)<BR/>Jack stated they are a good bunch of guys who know what he needs. (13404376)<BR/>Tye stated XXX Company normally has the parts in stock and the staff is very helpful. (12323791)<BR/>He stated they have a really good service manager and his name is Aaron. (14938928)<BR/>He said that he has known most of the men at Greenwood  since they were children and they are good guys. (14784615)<BR/>Allen stated that they are good to work with and help you any way they can.  He said they are a good bunch of guys. (12755030)<BR/>Gene stated XXX Company has good stock and a friendly staff. (12276780)<BR/>Gary stated that they have good parts employees. (12461561)<BR/>Justin stated that XXX Company has good employees and a great service department. (12855209)<BR/>","He stated that they are very competent at what they do and are better than other dealers he has been to. (12556237)<BR/>",
00,2,Parts Quality,0.46511627906976744,5,2.3255813953488373,"He stated they have good parts. (15070152)<BR/>Drew stated that they have good parts, good service and they treat him right. (12276736)<BR/>David stated that XXX Company Agriculture has good equipment. (12905402)<BR/>Randy stated that XXX Company as good service and a good inventory of parts. (12854949)<BR/>Randy stated that he would recommend XXX Company because they sell CAT parts and CAT is good quality. (13242288)<BR/>Gene stated XXX Company has good stock and a friendly staff. (12276780)<BR/>Benji said XXX Company does a good job and has good parts availability. (15126529)<BR/>James stated they have good parts availability and good service as well. (13404558)<BR/>He stated that they have a good selection of parts and are a big company. (13803784)<BR/>Mark stated they keep a good amount of parts. (15443900)<BR/>","",
01,3,Care and Respect From Staff,2.3255813953488373,5,11.627906976744187,"He stated the staff is good and get him what he needs. (13983969)<BR/>Albert stated that they are very efficient, friendly, and he doesn't have to wait very long to get service when he goes there. (12324184)<BR/>Jack stated they are a good bunch of guys who know what he needs. (13404376)<BR/>Tye stated XXX Company normally has the parts in stock and the staff is very helpful. (12323791)<BR/>He stated they have a really good service manager and his name is Aaron. (14938928)<BR/>He said that he has known most of the men at Greenwood  since they were children and they are good guys. (14784615)<BR/>Allen stated that they are good to work with and help you any way they can.  He said they are a good bunch of guys. (12755030)<BR/>Gene stated XXX Company has good stock and a friendly staff. (12276780)<BR/>Gary stated that they have good parts employees. (12461561)<BR/>Justin stated that XXX Company has good employees and a great service department. (12855209)<BR/>","He stated that they are very competent at what they do and are better than other dealers he has been to. (12556237)<BR/>",
01,3,Sufficient Staff,2.3255813953488373,5,11.627906976744187,"She stated the staff and parts are always available. (12363066)<BR/>","",
01,3,Parts Quality,2.3255813953488373,5,11.627906976744187,"He stated they have good parts. (15070152)<BR/>Drew stated that they have good parts, good service and they treat him right. (12276736)<BR/>David stated that XXX Company Agriculture has good equipment. (12905402)<BR/>Randy stated that XXX Company as good service and a good inventory of parts. (12854949)<BR/>Randy stated that he would recommend XXX Company because they sell CAT parts and CAT is good quality. (13242288)<BR/>Gene stated XXX Company has good stock and a friendly staff. (12276780)<BR/>Benji said XXX Company does a good job and has good parts availability. (15126529)<BR/>James stated they have good parts availability and good service as well. (13404558)<BR/>He stated that they have a good selection of parts and are a big company. (13803784)<BR/>Mark stated they keep a good amount of parts. (15443900)<BR/>","",
02,6,Service Completed Successfully,0.9302325581395349,5,4.651162790697675,"Mr. Lewis stated that they do everything well. (15233651)<BR/>Rusty said they always do well. (13563976)<BR/>","",
02,6,Care and Respect From Staff,0.9302325581395349,5,4.651162790697675,"He stated the staff is good and get him what he needs. (13983969)<BR/>Albert stated that they are very efficient, friendly, and he doesn't have to wait very long to get service when he goes there. (12324184)<BR/>Jack stated they are a good bunch of guys who know what he needs. (13404376)<BR/>Tye stated XXX Company normally has the parts in stock and the staff is very helpful. (12323791)<BR/>He stated they have a really good service manager and his name is Aaron. (14938928)<BR/>He said that he has known most of the men at Greenwood  since they were children and they are good guys. (14784615)<BR/>Allen stated that they are good to work with and help you any way they can.  He said they are a good bunch of guys. (12755030)<BR/>Gene stated XXX Company has good stock and a friendly staff. (12276780)<BR/>Gary stated that they have good parts employees. (12461561)<BR/>Justin stated that XXX Company has good employees and a great service department. (12855209)<BR/>","He stated that they are very competent at what they do and are better than other dealers he has been to. (12556237)<BR/>",
02,6,Parts Availability,0.9302325581395349,5,4.651162790697675,"Gene stated XXX Company has good stock and a friendly staff. (12276780)<BR/>","",
02,6,Competitive Pricing,0.9302325581395349,5,4.651162790697675,"He stated good prices and delivery lead times. (12362919)<BR/>","",
02,6,Sufficient Staff,0.9302325581395349,5,4.651162790697675,"She stated the staff and parts are always available. (12363066)<BR/>","",
