id,size,actions,impact,feasibility,attractiveness,positive,negative
00,1,Parts Quality,0.22313830793086492,5,1.1156915396543245,"Jeff said he would recommend XXX Company because they have good inventory, they have everything in stock. (13171109)<BR/>Kenty stated, &quotThey're easy to work with and have fast delivery. They have good inventory at that location.&quot (14161656)<BR/>Russ said, &quot XXX Company has good quality parts but the pricing needs to be cheaper.&quot (15417277)<BR/>Wally said, &quotThey're very prompt and have good parts.&quot (13966352)<BR/>Lloyd said, &quotXXX Company's parts availability is good.  I don't think we've ever had to wait for parts.&quot (13459031)<BR/>Ron said, 'they have very good inventory and the things they don't have, they can get very quickly.&quot (15280340)<BR/>Willy said &quotThey have good people in parts. I gave them the number and they got it ordered.&quot (14912504)<BR/>Nathan stated, &quotThey were able to find what I needed and get it when they said, they have good inventory.&quot (12869849)<BR/>","",
01,2,Communication Quality,0.22313830793086492,5,1.1156915396543245,"Leanna said, &quotThey are very good with communication.&quot (13539191)<BR/>Betsy said, &quotThey are quick and I receive good communication.&quot (13965347)<BR/>","&quotJoe stated &quotthe person I was working with could have provided better communication. &quot (12935688)<BR/>",
01,2,Parts Quality,0.22313830793086492,5,1.1156915396543245,"Jeff said he would recommend XXX Company because they have good inventory, they have everything in stock. (13171109)<BR/>Kenty stated, &quotThey're easy to work with and have fast delivery. They have good inventory at that location.&quot (14161656)<BR/>Russ said, &quot XXX Company has good quality parts but the pricing needs to be cheaper.&quot (15417277)<BR/>Wally said, &quotThey're very prompt and have good parts.&quot (13966352)<BR/>Lloyd said, &quotXXX Company's parts availability is good.  I don't think we've ever had to wait for parts.&quot (13459031)<BR/>Ron said, 'they have very good inventory and the things they don't have, they can get very quickly.&quot (15280340)<BR/>Willy said &quotThey have good people in parts. I gave them the number and they got it ordered.&quot (14912504)<BR/>Nathan stated, &quotThey were able to find what I needed and get it when they said, they have good inventory.&quot (12869849)<BR/>","",
02,4,Care and Respect From Staff,1.4145077720207253,5,7.072538860103626,"Bob said, &quotThey are a great bunch of guys who bend over backwards to help me.&quot (14427064)<BR/>Kenny stated, &quotThe guys that work there are good guys.&quot (13871517)<BR/>Matt said, &quotThe XXX Company parts guy was very helpful in finding the parts I needed.&quot (13171186)<BR/>Loras said, &quotthe parts guys are always really good at getting the right parts.&quot (13214433)<BR/>Todd said, &quotThe guys that work behind the counter are very helpful.&quot (13965781)<BR/>Mr. Vance said, &quotThe guys are great on getting parts and give me phenomenal treatment.&quot (13172178)<BR/>Phil said, &quotThose guys are great. They are very knowledgeable about my equipment and get my parts quick.&quot (13170866)<BR/>He said, &quotThe guy was helpful, he explained everything, we had questions and he explained everything to us.&quot (14477450)<BR/>Eric said almost everyone at the parts counter is helpful. (15581892)<BR/>Evan stated &quotThat they need to have consistant parts people that have a good attitude.&quot (13871789)<BR/>Eric said, &quotYou have to go back to CAT to get certain filters and parts. The technician's do have good technical knowledge.&quot (12532887)<BR/>He said, &quotThe parts department guys are good, they know what they are talking about and look up parts easily.&quot (13965792)<BR/>","",
02,4,Parts Availability,1.4145077720207253,5,7.072538860103626,"Jeff said he would recommend XXX Company because they have good inventory, they have everything in stock. (13171109)<BR/>Kenty stated, &quotThey're easy to work with and have fast delivery. They have good inventory at that location.&quot (14161656)<BR/>Tim said, &quotThey are prompt, courteous, and the parts are available.&quot (12730965)<BR/>Phil said, &quotThose guys are great. They are very knowledgeable about my equipment and get my parts quick.&quot (13170866)<BR/>Ron said, 'they have very good inventory and the things they don't have, they can get very quickly.&quot (15280340)<BR/>Nathan stated, &quotThey were able to find what I needed and get it when they said, they have good inventory.&quot (12869849)<BR/>Drew said, &quotI deal with them just about every day.  They're always helpful and have parts available.&quot (13287665)<BR/>","",
02,4,Knowledgeable Staff,1.4145077720207253,5,7.072538860103626,"Seth stated, &quotThe parts guys are pretty knowledgeable.&quot (13287010)<BR/>Matt said, &quotThey're pretty knowledgeable about parts and they're always willing to help.&quot (13170228)<BR/>Eric said, &quotYou have to go back to CAT to get certain filters and parts. The technician's do have good technical knowledge.&quot (12532887)<BR/>Troy said, &quotService on the parts side is very good.  The parts guys are knowledgeable and very good.&quot (13051987)<BR/>Carla said &quotThe Parts guys are very knowledgeable and helpful&quot. (13050757)<BR/>","",
02,4,Parts Quality,1.4145077720207253,5,7.072538860103626,"Jeff said he would recommend XXX Company because they have good inventory, they have everything in stock. (13171109)<BR/>Kenty stated, &quotThey're easy to work with and have fast delivery. They have good inventory at that location.&quot (14161656)<BR/>Russ said, &quot XXX Company has good quality parts but the pricing needs to be cheaper.&quot (15417277)<BR/>Wally said, &quotThey're very prompt and have good parts.&quot (13966352)<BR/>Lloyd said, &quotXXX Company's parts availability is good.  I don't think we've ever had to wait for parts.&quot (13459031)<BR/>Ron said, 'they have very good inventory and the things they don't have, they can get very quickly.&quot (15280340)<BR/>Willy said &quotThey have good people in parts. I gave them the number and they got it ordered.&quot (14912504)<BR/>Nathan stated, &quotThey were able to find what I needed and get it when they said, they have good inventory.&quot (12869849)<BR/>","",
03,5,Service Completed Successfully,2.2913511359107215,5,11.456755679553607,"Fred said &quotThey seem like they do everything well.  I don't have any complaints about them.&quot (14425776)<BR/>Mike said : &quotThey do everything well.&quot (14012332)<BR/>Rick said, &quotThey came down in a reasonable time and fixed the equipment. They did good.&quot (13458569)<BR/>He stated they do everything well for him. (15079829)<BR/>Dennis said &quotThey do everything well.&quot (14951257)<BR/>Bob said &quot They do well with selling parts and I enjoy the toys they have for my grandkids.&quot (14114018)<BR/>Bob stated , &quot They do what they say they are going to do and get it done correctly.&quot (15443463)<BR/>","",
03,5,Care and Respect From Staff,2.2913511359107215,5,11.456755679553607,"Bob said, &quotThey are a great bunch of guys who bend over backwards to help me.&quot (14427064)<BR/>Kenny stated, &quotThe guys that work there are good guys.&quot (13871517)<BR/>Matt said, &quotThe XXX Company parts guy was very helpful in finding the parts I needed.&quot (13171186)<BR/>Loras said, &quotthe parts guys are always really good at getting the right parts.&quot (13214433)<BR/>Todd said, &quotThe guys that work behind the counter are very helpful.&quot (13965781)<BR/>Mr. Vance said, &quotThe guys are great on getting parts and give me phenomenal treatment.&quot (13172178)<BR/>Phil said, &quotThose guys are great. They are very knowledgeable about my equipment and get my parts quick.&quot (13170866)<BR/>He said, &quotThe guy was helpful, he explained everything, we had questions and he explained everything to us.&quot (14477450)<BR/>Eric said almost everyone at the parts counter is helpful. (15581892)<BR/>Evan stated &quotThat they need to have consistant parts people that have a good attitude.&quot (13871789)<BR/>Eric said, &quotYou have to go back to CAT to get certain filters and parts. The technician's do have good technical knowledge.&quot (12532887)<BR/>He said, &quotThe parts department guys are good, they know what they are talking about and look up parts easily.&quot (13965792)<BR/>","",
03,5,Parts Availability,2.2913511359107215,5,11.456755679553607,"Jeff said he would recommend XXX Company because they have good inventory, they have everything in stock. (13171109)<BR/>Kenty stated, &quotThey're easy to work with and have fast delivery. They have good inventory at that location.&quot (14161656)<BR/>Tim said, &quotThey are prompt, courteous, and the parts are available.&quot (12730965)<BR/>Phil said, &quotThose guys are great. They are very knowledgeable about my equipment and get my parts quick.&quot (13170866)<BR/>Ron said, 'they have very good inventory and the things they don't have, they can get very quickly.&quot (15280340)<BR/>Nathan stated, &quotThey were able to find what I needed and get it when they said, they have good inventory.&quot (12869849)<BR/>Drew said, &quotI deal with them just about every day.  They're always helpful and have parts available.&quot (13287665)<BR/>","",
