year	benchmark	value	avg
1	1	11.1	9.2
1	2	0	9.31
1	3	0	0
1	4	11.1	9.38
1	5	11.1	8.94
1	6	11.1	1.82
1	7	11.1	9.5
1	8	11.1	9.13
1	9	11.1	9.34
1	10	0	0
1	11	0	0
1	12	11.1	9.26
1	13	11.1	9.29
1	14	0	9.28
1	15	0	8.98
1	16	0	9.02
2	1	8.7	9.22
2	2	6.3	9.33
2	3	0	0
2	4	16.5	9.47
2	5	9.4	9.08
2	6	6.3	1.8
2	7	6.3	9.33
2	8	11	9.05
2	9	18.1	9.49
2	10	0	0
2	11	0	0
2	12	10.2	9.35
2	13	7.1	9.36
2	14	0	9.35
2	15	0	9.39
2	16	0	9.09
3	1	12.5	9.24
3	2	12.5	9.27
3	3	0	0
3	4	12.5	9.5
3	5	6.2	9.16
3	6	12.5	1.91
3	7	12.5	9.61
3	8	12.5	9.15
3	9	6.2	9.51
3	10	0	0
3	11	0	0
3	12	0	9.41
3	13	12.5	9.45
3	14	0	9.47
3	15	0	9.42
3	16	0	9.07
4	1	0	0
4	2	0	0
4	3	0	0
4	4	50	9.45
4	5	50	9.27
4	6	0	0
4	7	0	0
4	8	0	0
4	9	0	0
4	10	0	0
4	11	0	0
4	12	0	0
4	13	0	0
4	14	0	0
4	15	0	0
4	16	0	0
5	1	33.3	0
5	2	0	0
5	3	0	0
5	4	33.3	9.25
5	5	33.3	9.25
5	6	0	0
5	7	0	0
5	8	0	0
5	9	0	0
5	10	0	0
5	11	0	0
5	12	0	0
5	13	0	0
5	14	0	9.53
5	15	0	9.49
5	16	0	0
