year	benchmark	value	avg
1	1	16.7	9.32
1	2	0	9.21
1	3	0	0
1	4	11.1	9.61
1	5	16.7	9.04
1	6	16.7	1.76
1	7	11.1	9.03
1	8	16.7	9.08
1	9	0	9.54
1	10	0	0
1	11	0	0
1	12	0	9.43
1	13	11.1	9.37
1	14	0	9.38
1	15	0	9.26
1	16	0	8.56
2	1	8.3	9.26
2	2	8.3	9.29
2	3	0	0
2	4	12.5	9.6
2	5	12.5	8.96
2	6	12.5	1.75
2	7	12.5	9.06
2	8	12.5	8.92
2	9	8.3	9.39
2	10	0	0
2	11	0	0
2	12	12.5	9.38
2	13	0	9.37
2	14	0	9.45
2	15	0	9.26
2	16	0	8.91
3	1	3.6	9.3
3	2	7.1	9.22
3	3	0	0
3	4	14.3	9.64
3	5	14.3	9.16
3	6	14.3	1.81
3	7	10.7	9.15
3	8	14.3	9.03
3	9	14.3	9.44
3	10	0	0
3	11	0	0
3	12	0	9.42
3	13	7.1	9.3
3	14	0	9.37
3	15	0	9.23
3	16	0	8.89
4	1	11.1	9.37
4	2	11.1	9.42
4	3	0	0
4	4	11.1	9.42
4	5	0	9.28
4	6	11.1	1.76
4	7	11.1	9.31
4	8	11.1	9.19
4	9	11.1	9.55
4	10	0	0
4	11	0	0
4	12	11.1	9.49
4	13	11.1	9.48
4	14	0	9.53
4	15	0	9.42
4	16	0	9
5	1	12.5	9.38
5	2	12.5	9.45
5	3	0	0
5	4	12.5	9.4
5	5	12.5	9.32
5	6	12.5	1.69
5	7	0	0
5	8	12.5	9.26
5	9	12.5	9.51
5	10	0	0
5	11	0	0
5	12	0	0
5	13	12.5	9.47
5	14	0	9.54
5	15	0	9.44
5	16	0	0
