year	benchmark	value	avg
1	1	14.1	9.1
1	2	7.7	9.15
1	3	0	0
1	4	9	9.48
1	5	14.1	8.97
1	6	14.1	1.84
1	7	11.5	9.1
1	8	9	8.9
1	9	7.7	9.41
1	10	0	0
1	11	0	0
1	12	9	8.88
1	13	3.8	9.21
1	14	0	9.26
1	15	0	9.09
1	16	0	8.48
2	1	9.5	9.09
2	2	4.8	9.14
2	3	0	0
2	4	14.3	9.46
2	5	14.3	8.86
2	6	14.3	1.89
2	7	9.5	8.98
2	8	9.5	8.86
2	9	0	9.38
2	10	0	0
2	11	0	0
2	12	9.5	8.93
2	13	14.3	9.22
2	14	0	9.26
2	15	0	9.11
2	16	0	8.59
3	1	7.1	9.21
3	2	6.2	9.26
3	3	0	0
3	4	15.2	9.49
3	5	13.4	8.91
3	6	15.2	1.89
3	7	10.7	8.94
3	8	8	8.88
3	9	8.9	9.4
3	10	0	0
3	11	0	0
3	12	8	9.24
3	13	7.1	9.22
3	14	0	9.4
3	15	0	9.14
3	16	0	8.83
4	1	0	9.37
4	2	12.5	9.32
4	3	0	0
4	4	12.5	9.32
4	5	0	9.1
4	6	12.5	1.76
4	7	12.5	9.32
4	8	12.5	9.03
4	9	12.5	9.52
4	10	0	0
4	11	0	0
4	12	12.5	9.39
4	13	12.5	9.4
4	14	0	9.39
4	15	0	9.34
4	16	0	8.88
5	1	12.5	9.42
5	2	12.5	9.42
5	3	0	0
5	4	12.5	9.45
5	5	12.5	9.39
5	6	12.5	1.82
5	7	12.5	9.45
5	8	6.2	9.13
5	9	12.5	9.58
5	10	0	0
5	11	0	0
5	12	6.2	9.42
5	13	0	9.6
5	14	0	9.54
5	15	0	9.5
5	16	0	9.26
