year	benchmark	value	avg
1	1	0	0
1	2	0	0
1	3	0	0
1	4	0	0
1	5	0	0
1	6	0	0
1	7	0	0
1	8	0	0
1	9	0	0
1	10	0	0
1	11	0	0
1	12	0	0
1	13	0	0
1	14	0	0
1	15	0	0
1	16	0	0
2	1	0	0
2	2	0	0
2	3	0	0
2	4	0	0
2	5	0	0
2	6	0	0
2	7	0	0
2	8	0	0
2	9	0	0
2	10	0	0
2	11	0	0
2	12	0	0
2	13	0	0
2	14	0	0
2	15	0	0
2	16	0	0
3	1	12.7	9.3
3	2	23.3	9.12
3	3	0	0
3	4	10.7	9.58
3	5	8	9.25
3	6	7.3	1.9
3	7	6.7	9.31
3	8	6.7	9.03
3	9	8	9.52
3	10	0	0
3	11	0	0
3	12	8	9.28
3	13	8.7	9.36
3	14	0	9.6
3	15	0	9.35
3	16	0	9.07
4	1	16.7	9.23
4	2	0	9.08
4	3	0	0
4	4	16.7	9.17
4	5	16.7	9.16
4	6	0	1.67
4	7	16.7	8.69
4	8	8.3	8.58
4	9	16.7	9.48
4	10	0	0
4	11	0	0
4	12	0	9.8
4	13	8.3	8.95
4	14	0	9.54
4	15	0	8.67
4	16	0	9.2
5	1	25	8.99
5	2	0	9
5	3	0	0
5	4	25	9.31
5	5	25	9.32
5	6	0	0
5	7	8.3	8.94
5	8	0	9
5	9	8.3	9.53
5	10	0	0
5	11	0	0
5	12	0	0
5	13	8.3	9
5	14	0	9.59
5	15	0	9.64
5	16	0	9.63
