year	benchmark	value	avg
1	1	11.1	9.09
1	2	0	9.31
1	3	0	0
1	4	11.1	9.36
1	5	11.1	8.8
1	6	11.1	1.84
1	7	11.1	9.08
1	8	11.1	8.77
1	9	11.1	9.12
1	10	0	0
1	11	0	0
1	12	11.1	9.26
1	13	11.1	9.09
1	14	0	9.29
1	15	0	9.07
1	16	0	8.9
2	1	0	9.25
2	2	0	9.46
2	3	0	0
2	4	14.3	9.32
2	5	14.3	8.81
2	6	14.3	1.73
2	7	14.3	9.26
2	8	14.3	8.69
2	9	0	9.4
2	10	0	0
2	11	0	0
2	12	14.3	9.24
2	13	14.3	9.32
2	14	0	9.41
2	15	0	9.26
2	16	0	9.06
3	1	6.2	9.44
3	2	8.8	9.53
3	3	0	0
3	4	18.1	9.56
3	5	8.3	9.1
3	6	12.4	1.84
3	7	10.9	9.36
3	8	7.8	8.99
3	9	9.8	9.39
3	10	0	0
3	11	0	0
3	12	8.3	9.57
3	13	9.3	9.38
3	14	0	9.55
3	15	0	9.28
3	16	0	9.15
4	1	12.5	9.43
4	2	0	9.53
4	3	0	0
4	4	12.5	9.27
4	5	12.5	9.21
4	6	12.5	1.72
4	7	12.5	9.32
4	8	12.5	9.1
4	9	0	9.51
4	10	0	0
4	11	0	0
4	12	12.5	9.59
4	13	12.5	9.45
4	14	0	9.53
4	15	0	9.29
4	16	0	9.05
5	1	33.3	9.34
5	2	0	0
5	3	0	0
5	4	33.3	9.34
5	5	33.3	9.28
5	6	0	0
5	7	0	0
5	8	0	0
5	9	0	0
5	10	0	0
5	11	0	0
5	12	0	0
5	13	0	0
5	14	0	9.48
5	15	0	9.35
5	16	0	0
