year	benchmark	value	avg
1	1	5.9	9.24
1	2	11.8	9.21
1	3	0	0
1	4	11.8	9.5
1	5	11.8	9.03
1	6	11.8	1.87
1	7	11.8	9.27
1	8	11.8	9.01
1	9	11.8	9.41
1	10	0	0
1	11	0	0
1	12	5.9	9.14
1	13	5.9	9.28
1	14	0	9.38
1	15	0	9.29
1	16	0	9.13
2	1	12.5	9.2
2	2	12.5	9.37
2	3	0	0
2	4	12.5	9.42
2	5	6.2	9.06
2	6	12.5	1.87
2	7	12.5	9.3
2	8	12.5	9.17
2	9	6.2	9.39
2	10	0	0
2	11	0	0
2	12	12.5	9.41
2	13	0	9.34
2	14	0	9.62
2	15	0	9.26
2	16	0	9.22
3	1	10	9.2
3	2	10	9.24
3	3	0	0
3	4	10	9.46
3	5	10	8.97
3	6	10	1.92
3	7	10	9.27
3	8	10	8.99
3	9	10	9.35
3	10	0	0
3	11	0	0
3	12	10	9.31
3	13	10	9.31
3	14	0	9.46
3	15	0	9.04
3	16	0	9.14
4	1	10	9.33
4	2	10	9.28
4	3	0	0
4	4	10	9.32
4	5	10	9.28
4	6	10	1.83
4	7	10	9.37
4	8	10	9.17
4	9	10	9.55
4	10	0	0
4	11	0	0
4	12	10	9.46
4	13	10	9.36
4	14	0	9.43
4	15	0	9.39
4	16	0	9.25
5	1	10	9.25
5	2	10	9.22
5	3	0	0
5	4	10	9.21
5	5	10	9.16
5	6	10	1.82
5	7	10	9.26
5	8	10	9.13
5	9	10	9.46
5	10	0	0
5	11	0	0
5	12	10	9.37
5	13	10	9.39
5	14	0	9.59
5	15	0	9.42
5	16	0	9.23
