year	benchmark	value	avg
1	1	0	0
1	2	0	0
1	3	0	0
1	4	0	0
1	5	0	0
1	6	0	0
1	7	0	0
1	8	0	0
1	9	0	0
1	10	0	0
1	11	0	0
1	12	0	0
1	13	0	0
1	14	0	0
1	15	0	0
1	16	0	0
2	1	14.3	9.2
2	2	0	9.39
2	3	0	0
2	4	14.3	9.5
2	5	14.3	8.78
2	6	14.3	1.96
2	7	0	0
2	8	0	0
2	9	14.3	9.25
2	10	0	0
2	11	0	0
2	12	14.3	9.32
2	13	14.3	9.18
2	14	0	9.33
2	15	0	0
2	16	0	8.97
3	1	12.5	9.05
3	2	12.5	9.39
3	3	0	0
3	4	12.5	9.43
3	5	12.5	8.89
3	6	12.5	1.98
3	7	0	0
3	8	0	0
3	9	12.5	9.28
3	10	0	0
3	11	0	0
3	12	12.5	9.28
3	13	12.5	9.22
3	14	0	9.38
3	15	0	0
3	16	0	9.07
4	1	12.5	9.22
4	2	12.5	9.47
4	3	0	0
4	4	12.5	9.3
4	5	12.5	9.11
4	6	12.5	1.86
4	7	0	0
4	8	0	0
4	9	12.5	9.39
4	10	0	0
4	11	0	0
4	12	12.5	9.44
4	13	12.5	9.25
4	14	0	9.48
4	15	0	0
4	16	0	9.24
5	1	16.7	9.17
5	2	16.7	9.39
5	3	0	0
5	4	16.7	9.27
5	5	16.7	9.17
5	6	16.7	1.88
5	7	0	0
5	8	0	0
5	9	0	9.49
5	10	0	0
5	11	0	0
5	12	0	9.43
5	13	16.7	9.34
5	14	0	9.51
5	15	0	0
5	16	0	9.07
