year	benchmark	value	avg
1	1	0	9.12
1	2	11.1	9.1
1	3	0	0
1	4	11.1	9.44
1	5	11.1	9
1	6	11.1	1.8
1	7	11.1	9.19
1	8	11.1	9.01
1	9	11.1	9.45
1	10	0	0
1	11	0	9.45
1	12	11.1	9.17
1	13	11.1	9.26
1	14	0	9.31
1	15	0	9.06
1	16	0	8.57
2	1	0	9.16
2	2	11.1	9.06
2	3	0	0
2	4	11.1	9.44
2	5	11.1	8.97
2	6	11.1	1.85
2	7	11.1	8.97
2	8	11.1	9.02
2	9	11.1	9.4
2	10	0	0
2	11	0	9.44
2	12	11.1	9.26
2	13	11.1	9.29
2	14	0	9.36
2	15	0	9.24
2	16	0	8.52
3	1	12.5	9.19
3	2	12.5	9.11
3	3	0	0
3	4	12.5	9.38
3	5	12.5	8.95
3	6	12.5	1.82
3	7	12.5	9.03
3	8	12.5	8.92
3	9	0	9.41
3	10	0	0
3	11	0	9.4
3	12	0	9.28
3	13	12.5	9.27
3	14	0	9.38
3	15	0	9.24
3	16	0	8.46
4	1	10	9.26
4	2	10	9.19
4	3	0	0
4	4	10	9.26
4	5	10	9.09
4	6	10	1.83
4	7	10	9.11
4	8	10	9.05
4	9	10	9.5
4	10	0	0
4	11	0	9.43
4	12	10	9.45
4	13	10	9.36
4	14	0	9.42
4	15	0	9.23
4	16	0	8.59
5	1	12.5	9.29
5	2	12.5	9.33
5	3	0	0
5	4	12.5	9.27
5	5	12.5	9.25
5	6	0	0
5	7	12.5	9.15
5	8	12.5	9.2
5	9	12.5	9.56
5	10	0	0
5	11	0	9.61
5	12	0	0
5	13	12.5	9.45
5	14	0	9.5
5	15	0	9.46
5	16	0	8.86
