year	benchmark	value	avg
1	1	7.8	8.81
1	2	9	9.03
1	3	0	0
1	4	10.8	8.9
1	5	8.4	8.34
1	6	9	1.79
1	7	8.4	8.7
1	8	13.3	7.88
1	9	7.8	8.73
1	10	0	0
1	11	0	0
1	12	12.7	8.82
1	13	12.7	8.73
1	14	0	9.09
1	15	0	8.93
1	16	0	8.69
2	1	6.9	8.83
2	2	8.1	8.95
2	3	0	0
2	4	16.8	9.13
2	5	13.9	8.76
2	6	6.9	1.85
2	7	12.1	8.42
2	8	9.8	8.61
2	9	11.6	8.92
2	10	0	0
2	11	0	0
2	12	7.5	8.76
2	13	6.4	8.92
2	14	0	8.1
2	15	0	9.22
2	16	0	8.3
3	1	0	9.47
3	2	0	9.24
3	3	0	0
3	4	0	9.39
3	5	0	9.44
3	6	0	1.65
3	7	0	0
3	8	0	9.31
3	9	0	9.65
3	10	0	0
3	11	0	0
3	12	0	9.38
3	13	0	9.53
3	14	0	9.47
3	15	0	9.07
3	16	0	9.41
4	1	0	9.44
4	2	0	9.23
4	3	0	0
4	4	0	8.56
4	5	0	9.11
4	6	0	4
4	7	0	0
4	8	0	8.81
4	9	0	9.73
4	10	0	0
4	11	0	9.5
4	12	0	10
4	13	0	9.63
4	14	0	9.14
4	15	0	9.38
4	16	0	8.68
5	1	0	9.31
5	2	0	9.73
5	3	0	0
5	4	0	8.73
5	5	0	8
5	6	0	0
5	7	0	0
5	8	0	8.31
5	9	0	8.93
5	10	0	0
5	11	0	9.75
5	12	0	0
5	13	0	9.64
5	14	0	9.64
5	15	0	9.27
5	16	0	0
