year	benchmark	value	avg
1	1	2.9	9.13
1	2	14.3	9.19
1	3	0	0
1	4	14.3	9.35
1	5	14.3	8.9
1	6	14.3	1.78
1	7	14.3	9.18
1	8	5.7	8.83
1	9	2.9	9.33
1	10	0	0
1	11	0	0
1	12	11.4	9.21
1	13	5.7	9.22
1	14	0	9.51
1	15	0	9.23
1	16	0	9.19
2	1	7.1	9.09
2	2	7.1	9.21
2	3	0	0
2	4	14.3	9.27
2	5	14.3	8.91
2	6	14.3	1.86
2	7	7.1	9.37
2	8	7.1	8.65
2	9	14.3	9.25
2	10	0	0
2	11	0	0
2	12	14.3	9.23
2	13	0	9.28
2	14	0	9.65
2	15	0	9.42
2	16	0	9.27
3	1	16.7	9.2
3	2	16.7	9.21
3	3	0	0
3	4	16.7	9.48
3	5	0	9.02
3	6	16.7	1.86
3	7	16.7	9.4
3	8	16.7	8.79
3	9	0	9.36
3	10	0	0
3	11	0	0
3	12	0	9.36
3	13	0	9.29
3	14	0	9.51
3	15	0	9.41
3	16	0	9.13
4	1	6.1	9.11
4	2	10.2	8.92
4	3	0	0
4	4	18.4	8.97
4	5	18.4	8.89
4	6	4.1	1.79
4	7	4.1	9.37
4	8	8.2	8.62
4	9	18.4	9.37
4	10	0	0
4	11	0	0
4	12	8.2	9.4
4	13	4.1	9.26
4	14	0	9.34
4	15	0	9.14
4	16	0	8.97
5	1	14.3	8.92
5	2	14.3	9.1
5	3	0	0
5	4	14.3	8.94
5	5	14.3	8.86
5	6	0	1.69
5	7	7.1	9.43
5	8	14.3	8.49
5	9	14.3	9.15
5	10	0	0
5	11	0	0
5	12	0	9.32
5	13	7.1	9.43
5	14	0	9.39
5	15	0	9.18
5	16	0	8.88
