year	benchmark	value	avg
1	1	11.1	9.23
1	2	11.1	9.44
1	3	0	0
1	4	11.1	9.45
1	5	11.1	9
1	6	11.1	1.81
1	7	11.1	9.16
1	8	11.1	9.04
1	9	0	9.32
1	10	0	0
1	11	0	9.53
1	12	11.1	9.24
1	13	11.1	9.19
1	14	0	9.4
1	15	0	9.15
1	16	0	9.2
2	1	10	9.16
2	2	10	9.37
2	3	0	0
2	4	10	9.42
2	5	10	9.01
2	6	10	1.86
2	7	10	9.12
2	8	10	8.91
2	9	10	9.27
2	10	0	0
2	11	0	9.46
2	12	10	9.32
2	13	10	9.15
2	14	0	9.31
2	15	0	9.14
2	16	0	9.22
3	1	10	9.29
3	2	10	9.38
3	3	0	0
3	4	10	9.48
3	5	10	9.07
3	6	10	1.87
3	7	10	9.39
3	8	10	9.18
3	9	10	9.42
3	10	0	0
3	11	0	9.47
3	12	10	9.39
3	13	10	9.39
3	14	0	9.38
3	15	0	9.12
3	16	0	9.13
4	1	12.5	9.3
4	2	25	9.37
4	3	0	0
4	4	25	9.26
4	5	12.5	9.19
4	6	0	1.67
4	7	0	9.89
4	8	0	9.22
4	9	0	9.52
4	10	0	0
4	11	0	9.53
4	12	0	9.27
4	13	25	9.03
4	14	0	8.95
4	15	0	9.27
4	16	0	9.21
5	1	16.7	9.37
5	2	16.7	9.39
5	3	0	0
5	4	16.7	9.31
5	5	16.7	9.32
5	6	0	0
5	7	0	0
5	8	0	9.34
5	9	16.7	9.5
5	10	0	0
5	11	0	9.58
5	12	0	0
5	13	16.7	9.26
5	14	0	9.49
5	15	0	9.32
5	16	0	9.28
