year	benchmark	value	avg
1	1	11.3	9.01
1	2	4.8	9.04
1	3	0	0
1	4	4.8	9.44
1	5	11.3	8.71
1	6	17.7	1.83
1	7	17.7	8.74
1	8	12.9	8.82
1	9	6.5	9.27
1	10	0	0
1	11	0	0
1	12	6.5	8.7
1	13	6.5	9.1
1	14	0	9.27
1	15	0	9.25
1	16	0	8.61
2	1	5.5	9.08
2	2	8.4	9.16
2	3	0	0
2	4	15.6	9.37
2	5	12.7	8.78
2	6	9.3	1.84
2	7	8	8.83
2	8	11	8.8
2	9	9.3	9.39
2	10	0	0
2	11	0	0
2	12	11.4	9.03
2	13	8.9	9.19
2	14	0	9.37
2	15	0	9.44
2	16	0	9.05
3	1	8	9.31
3	2	5.5	9.3
3	3	0	0
3	4	12.6	9.49
3	5	14.3	8.97
3	6	9.2	1.75
3	7	9.2	9.25
3	8	12.6	8.82
3	9	7.6	9.27
3	10	0	0
3	11	0	0
3	12	9.7	9.17
3	13	11.3	9.27
3	14	0	9.39
3	15	0	9.38
3	16	0	8.76
4	1	7.3	9.34
4	2	6.2	9.34
4	3	0	0
4	4	13.5	9.21
4	5	19.8	9.13
4	6	3.1	1.81
4	7	5.2	9.26
4	8	15.6	9.02
4	9	13.5	9.36
4	10	0	0
4	11	0	0
4	12	10.4	9.25
4	13	5.2	9.35
4	14	0	9.44
4	15	0	9.51
4	16	0	9.01
5	1	13.3	9.43
5	2	17.8	9.43
5	3	0	0
5	4	17.8	9.27
5	5	17.8	9.35
5	6	8.9	1.64
5	7	2.2	9.31
5	8	8.9	9.1
5	9	2.2	9.52
5	10	0	0
5	11	0	0
5	12	6.7	9.26
5	13	4.4	9.51
5	14	0	9.57
5	15	0	9.53
5	16	0	9.22
