year	benchmark	value	avg
1	1	10	9.22
1	2	10	9.47
1	3	0	0
1	4	10	9.53
1	5	10	8.95
1	6	10	1.85
1	7	10	9.2
1	8	10	9.1
1	9	10	9.39
1	10	0	0
1	11	0	9.43
1	12	10	9.12
1	13	10	9.22
1	14	0	9.46
1	15	0	9.2
1	16	0	9.04
2	1	13.3	9.24
2	2	6.7	9.43
2	3	0	0
2	4	13.3	9.48
2	5	13.3	9.1
2	6	13.3	1.81
2	7	6.7	9.27
2	8	13.3	9.03
2	9	0	9.44
2	10	0	0
2	11	0	9.34
2	12	13.3	9.2
2	13	6.7	9.21
2	14	0	9.44
2	15	0	9.17
2	16	0	8.96
3	1	10	9.25
3	2	10	9.38
3	3	0	0
3	4	10	9.52
3	5	10	9.04
3	6	10	1.87
3	7	10	9.22
3	8	10	9
3	9	10	9.43
3	10	0	0
3	11	0	9.49
3	12	10	9.2
3	13	10	9.29
3	14	0	9.45
3	15	0	9.22
3	16	0	9.13
4	1	12.5	9.36
4	2	12.5	9.4
4	3	0	0
4	4	12.5	9.31
4	5	12.5	9.27
4	6	6.2	1.84
4	7	12.5	9.31
4	8	12.5	9.16
4	9	6.2	9.6
4	10	0	0
4	11	0	9.42
4	12	0	9.37
4	13	12.5	9.46
4	14	0	9.5
4	15	0	9.47
4	16	0	9.26
5	1	14.3	9.38
5	2	14.3	9.47
5	3	0	0
5	4	14.3	9.4
5	5	14.3	9.37
5	6	0	1.79
5	7	14.3	9.22
5	8	14.3	9.35
5	9	0	0
5	10	0	0
5	11	0	9.6
5	12	0	0
5	13	14.3	9.35
5	14	0	9.64
5	15	0	9.5
5	16	0	9.46
