year	benchmark	value	avg
1	1	10.5	8.84
1	2	15.8	9.2
1	3	0	9.39
1	4	15.8	9.26
1	5	7.9	8.69
1	6	13.2	1.83
1	7	5.3	8.95
1	8	15.8	8.56
1	9	5.3	9.11
1	10	0	0
1	11	0	9.3
1	12	7.9	8.98
1	13	2.6	8.86
1	14	0	9.04
1	15	0	8.97
1	16	0	8.44
2	1	10	9.01
2	2	5	9.14
2	3	0	9
2	4	15	9.37
2	5	15	8.82
2	6	5	1.96
2	7	7.5	8.68
2	8	15	8.7
2	9	7.5	9.32
2	10	0	0
2	11	0	9.3
2	12	15	9.03
2	13	5	9.17
2	14	0	9.24
2	15	0	9.24
2	16	0	8.59
3	1	7.3	8.86
3	2	7.3	9.24
3	3	0	9.69
3	4	11.3	9.16
3	5	18.5	8.7
3	6	17.7	1.82
3	7	8.9	9
3	8	10.5	8.59
3	9	6.5	9.16
3	10	0	0
3	11	0	8.56
3	12	5.6	9.14
3	13	6.5	8.84
3	14	0	9.08
3	15	0	8.93
3	16	0	8.43
4	1	10	9.08
4	2	10	9.16
4	3	0	0
4	4	10	9.05
4	5	10	8.9
4	6	10	1.81
4	7	10	8.9
4	8	10	8.87
4	9	10	9.43
4	10	0	0
4	11	0	0
4	12	10	9.12
4	13	10	9.21
4	14	0	9.37
4	15	0	9.36
4	16	0	8.67
5	1	0	9.08
5	2	14.3	9.15
5	3	0	0
5	4	14.3	8.99
5	5	0	9
5	6	14.3	1.77
5	7	14.3	8.81
5	8	14.3	9.02
5	9	0	9.39
5	10	0	0
5	11	0	0
5	12	14.3	9.2
5	13	14.3	9.26
5	14	0	9.36
5	15	0	9.29
5	16	0	8.85
