year	benchmark	value	avg
1	1	10	9.04
1	2	10	9.08
1	3	0	0
1	4	10	9.33
1	5	10	8.85
1	6	10	1.82
1	7	10	8.91
1	8	10	8.9
1	9	10	9.25
1	10	0	0
1	11	0	0
1	12	10	9.21
1	13	10	9.13
1	14	0	9.18
1	15	0	9.16
1	16	0	8.3
2	1	10	9.09
2	2	10	9.13
2	3	0	0
2	4	10	9.34
2	5	10	8.86
2	6	10	1.93
2	7	10	9
2	8	10	8.75
2	9	10	9.28
2	10	0	0
2	11	0	0
2	12	10	9.29
2	13	10	9.15
2	14	0	9.28
2	15	0	9.05
2	16	0	8.23
3	1	0	9.12
3	2	12.5	9.11
3	3	0	0
3	4	12.5	9.38
3	5	12.5	8.89
3	6	12.5	1.81
3	7	12.5	8.96
3	8	12.5	8.87
3	9	12.5	9.31
3	10	0	9.27
3	11	0	0
3	12	0	9.3
3	13	12.5	9.13
3	14	0	9.32
3	15	0	9.06
3	16	0	8.42
4	1	10	9.05
4	2	10	9.05
4	3	0	0
4	4	10	9.06
4	5	10	9
4	6	10	1.87
4	7	10	8.87
4	8	10	9.1
4	9	10	9.36
4	10	0	9.65
4	11	0	9.49
4	12	10	9.15
4	13	10	9.14
4	14	0	9.34
4	15	0	9.22
4	16	0	8.5
5	1	20	9.21
5	2	20	9.2
5	3	0	0
5	4	20	9.01
5	5	20	9.01
5	6	0	0
5	7	0	7
5	8	0	9.5
5	9	20	9.39
5	10	0	0
5	11	0	0
5	12	0	0
5	13	0	8.5
5	14	0	9.36
5	15	0	9.24
5	16	0	0
