year	benchmark	value	avg
1	1	10	9.19
1	2	10	9.24
1	3	0	0
1	4	10	9.54
1	5	10	9.11
1	6	10	1.82
1	7	10	9.35
1	8	10	8.95
1	9	10	9.44
1	10	0	0
1	11	0	9.54
1	12	10	9.2
1	13	10	9.36
1	14	0	9.49
1	15	0	9.34
1	16	0	8.96
2	1	10	9.33
2	2	10	9.24
2	3	0	0
2	4	10	9.54
2	5	10	9.15
2	6	10	1.75
2	7	10	9.44
2	8	10	9.05
2	9	10	9.52
2	10	0	0
2	11	0	9.5
2	12	10	9.36
2	13	10	9.47
2	14	0	9.6
2	15	0	9.48
2	16	0	9.08
3	1	12.5	9.31
3	2	6.2	9.31
3	3	0	0
3	4	12.5	9.59
3	5	12.5	9.19
3	6	12.5	1.84
3	7	0	9.43
3	8	6.2	8.97
3	9	12.5	9.5
3	10	0	0
3	11	0	9.47
3	12	12.5	9.31
3	13	12.5	9.46
3	14	0	9.57
3	15	0	9.36
3	16	0	9.2
4	1	10	9.33
4	2	10	9.33
4	3	0	0
4	4	10	9.25
4	5	10	9.25
4	6	10	1.74
4	7	10	9.34
4	8	10	8.99
4	9	10	9.52
4	10	0	0
4	11	0	9.56
4	12	10	9.31
4	13	10	9.45
4	14	0	9.6
4	15	0	9.45
4	16	0	9.1
5	1	14.3	9.27
5	2	14.3	9.27
5	3	0	0
5	4	14.3	9.31
5	5	0	9.31
5	6	14.3	1.78
5	7	0	9.4
5	8	14.3	9.01
5	9	14.3	9.53
5	10	0	0
5	11	0	9.57
5	12	0	9.28
5	13	14.3	9.39
5	14	0	9.61
5	15	0	9.54
5	16	0	9.22
