year	benchmark	value	avg
1	1	10	9.23
1	2	10	9.24
1	3	0	0
1	4	10	9.42
1	5	10	9.06
1	6	10	1.84
1	7	10	9.35
1	8	10	8.89
1	9	10	9.42
1	10	0	0
1	11	0	0
1	12	10	9.17
1	13	10	9.33
1	14	0	9.38
1	15	0	9.17
1	16	0	8.91
2	1	9.4	9.21
2	2	12.5	9.27
2	3	0	0
2	4	12.5	9.37
2	5	12.5	9.01
2	6	3.1	1.86
2	7	12.5	9.22
2	8	9.4	8.83
2	9	12.5	9.3
2	10	0	0
2	11	0	0
2	12	9.4	9.26
2	13	6.2	9.32
2	14	0	9.45
2	15	0	9.34
2	16	0	9.16
3	1	5.8	9.32
3	2	9.9	9.39
3	3	0	0
3	4	16.5	9.49
3	5	9.9	9.12
3	6	9.9	1.8
3	7	16.5	9.4
3	8	6.6	8.95
3	9	8.3	9.44
3	10	0	0
3	11	0	0
3	12	9.9	9.27
3	13	6.6	9.41
3	14	0	9.46
3	15	0	9.29
3	16	0	8.95
4	1	14.3	9.42
4	2	7.1	9.52
4	3	0	0
4	4	14.3	9.38
4	5	14.3	9.35
4	6	14.3	1.8
4	7	14.3	9.43
4	8	14.3	9.17
4	9	0	9.57
4	10	0	0
4	11	0	9.65
4	12	0	9.47
4	13	7.1	9.52
4	14	0	9.65
4	15	0	9.51
4	16	0	9.28
5	1	14.3	9.41
5	2	14.3	9.49
5	3	0	0
5	4	14.3	9.46
5	5	14.3	9.32
5	6	0	0
5	7	0	9.33
5	8	14.3	9.12
5	9	14.3	9.58
5	10	0	0
5	11	0	9.58
5	12	0	9.15
5	13	14.3	9.49
5	14	0	9.64
5	15	0	9.47
5	16	0	9.44
