year	benchmark	value	avg
1	1	8.3	9.20
1	2	0	9.31
1	3	0	0.00
1	4	8.3	9.38
1	5	8.3	8.94
1	6	8.3	1.82
1	7	8.3	9.50
1	8	8.3	9.13
1	9	8.3	9.34
1	10	0	0.00
1	11	0	0.00
1	12	8.3	9.26
1	13	8.3	9.29
1	14	8.3	9.28
1	15	8.3	8.98
1	16	8.3	9.02
2	1	0	9.22
2	2	8.3	9.33
2	3	0	0.00
2	4	8.3	9.47
2	5	8.3	9.08
2	6	8.3	1.80
2	7	8.3	9.33
2	8	8.3	9.05
2	9	8.3	9.49
2	10	0	0.00
2	11	0	0.00
2	12	8.3	9.35
2	13	8.3	9.36
2	14	8.3	9.35
2	15	8.3	9.39
2	16	8.3	9.09
3	1	7.7	9.24
3	2	7.7	9.27
3	3	0	0.00
3	4	7.7	9.50
3	5	7.7	9.16
3	6	7.7	1.91
3	7	7.7	9.61
3	8	7.7	9.15
3	9	7.7	9.51
3	10	0	0.00
3	11	0	0.00
3	12	7.7	9.41
3	13	7.7	9.45
3	14	7.7	9.47
3	15	7.7	9.42
3	16	7.7	9.07
4	1	0	0.00
4	2	0	0.00
4	3	0	0.00
4	4	50	9.45
4	5	50	9.27
4	6	0	0.00
4	7	0	0.00
4	8	0	0.00
4	9	0	0.00
4	10	0	0.00
4	11	0	0.00
4	12	0	0.00
4	13	0	0.00
4	14	0	0.00
4	15	0	0.00
4	16	0	0.00
5	1	20	0.00
5	2	0	0.00
5	3	0	0.00
5	4	20	9.25
5	5	20	9.25
5	6	0	0.00
5	7	0	0.00
5	8	0	0.00
5	9	0	0.00
5	10	0	0.00
5	11	0	0.00
5	12	0	0.00
5	13	0	0.00
5	14	20	9.53
5	15	20	9.49
5	16	0	0.00
