year	benchmark	value	avg
1	1	6.9	9.13
1	2	10.3	9.19
1	3	0	0.00
1	4	10.3	9.35
1	5	10.3	8.90
1	6	10.3	1.78
1	7	10.3	9.18
1	8	10.3	8.83
1	9	3.4	9.33
1	10	0	0.00
1	11	0	0.00
1	12	10.3	9.21
1	13	0	9.22
1	14	10.3	9.51
1	15	3.4	9.23
1	16	3.4	9.19
2	1	11.1	9.09
2	2	7.4	9.21
2	3	0	0.00
2	4	11.1	9.27
2	5	11.1	8.91
2	6	11.1	1.86
2	7	0	9.37
2	8	7.4	8.65
2	9	11.1	9.25
2	10	0	0.00
2	11	0	0.00
2	12	11.1	9.23
2	13	0	9.28
2	14	7.4	9.65
2	15	0	9.42
2	16	11.1	9.27
3	1	12	9.20
3	2	12	9.21
3	3	0	0.00
3	4	12	9.48
3	5	10	9.02
3	6	12	1.86
3	7	12	9.40
3	8	12	8.79
3	9	2	9.36
3	10	0	0.00
3	11	0	0.00
3	12	2	9.36
3	13	2	9.29
3	14	4	9.51
3	15	4	9.41
3	16	4	9.13
4	1	9.1	9.11
4	2	5.3	8.92
4	3	0	0.00
4	4	13.6	8.97
4	5	13.6	8.89
4	6	11.4	1.79
4	7	4.5	9.37
4	8	5.3	8.62
4	9	13.6	9.37
4	10	0	0.00
4	11	0	0.00
4	12	6.1	9.40
4	13	2.3	9.26
4	14	3	9.34
4	15	6.8	9.14
4	16	5.3	8.97
5	1	11.1	8.92
5	2	11.1	9.10
5	3	0	0.00
5	4	11.1	8.94
5	5	11.1	8.86
5	6	0	1.69
5	7	5.6	9.43
5	8	11.1	8.49
5	9	11.1	9.15
5	10	0	0.00
5	11	0	0.00
5	12	0	9.32
5	13	5.6	9.43
5	14	11.1	9.39
5	15	11.1	9.18
5	16	0	8.88
