year	benchmark	value	avg
1	1	1.4	9.19
1	2	14.1	9.23
1	3	0	0.00
1	4	14.1	9.33
1	5	14.1	8.92
1	6	14.1	1.83
1	7	5.6	8.85
1	8	7	9.09
1	9	2.8	9.36
1	10	0	0.00
1	11	0	0.00
1	12	7	9.17
1	13	11.3	9.13
1	14	2.8	9.29
1	15	2.8	9.23
1	16	2.8	8.35
2	1	9.5	9.16
2	2	4.8	9.33
2	3	0	0.00
2	4	9.5	9.48
2	5	9.5	9.01
2	6	9.5	1.87
2	7	9.5	9.01
2	8	9.5	8.83
2	9	9.5	9.38
2	10	0	0.00
2	11	0	0.00
2	12	9.5	9.13
2	13	9.5	9.08
2	14	0	9.37
2	15	4.8	9.17
2	16	4.8	8.63
3	1	7	9.35
3	2	5.9	9.49
3	3	0	0.00
3	4	12.2	9.49
3	5	8.1	9.06
3	6	8.1	1.82
3	7	6.3	9.19
3	8	8.5	8.92
3	9	10	9.42
3	10	0	0.00
3	11	0	0.00
3	12	10.3	9.21
3	13	7.7	9.35
3	14	1.8	9.55
3	15	2.6	9.20
3	16	11.4	9.08
4	1	12.1	9.33
4	2	3	9.52
4	3	0	0.00
4	4	12.1	9.16
4	5	12.1	9.14
4	6	3	1.84
4	7	6.1	9.42
4	8	12.1	9.02
4	9	0	9.49
4	10	0	0.00
4	11	12.1	9.56
4	12	3	9.42
4	13	12.1	9.39
4	14	9.1	9.53
4	15	0	9.39
4	16	3	9.30
5	1	11.1	9.39
5	2	11.1	9.57
5	3	0	0.00
5	4	11.1	9.24
5	5	11.1	9.29
5	6	0	0.00
5	7	0	0.00
5	8	11.1	9.17
5	9	0	9.55
5	10	0	0.00
5	11	11.1	9.65
5	12	0	0.00
5	13	11.1	9.39
5	14	11.1	9.63
5	15	11.1	9.63
5	16	0	0.00
