year	benchmark	value	avg
1	1	5.8	8.81
1	2	5.8	9.03
1	3	0	0.00
1	4	14.5	8.90
1	5	14.5	8.34
1	6	6.5	1.79
1	7	8.3	8.70
1	8	6.5	7.88
1	9	6.5	8.73
1	10	0	0.00
1	11	0	0.00
1	12	13.2	8.82
1	13	8	8.73
1	14	3.7	9.09
1	15	4	8.93
1	16	2.8	8.69
2	1	5.1	8.83
2	2	9.4	8.95
2	3	0	0.00
2	4	12.6	9.13
2	5	11.3	8.76
2	6	7.9	1.85
2	7	9.6	8.42
2	8	7.3	8.61
2	9	10.2	8.92
2	10	0	0.00
2	11	0	0.00
2	12	7.5	8.76
2	13	6.6	8.92
2	14	5.3	8.10
2	15	3.6	9.22
2	16	3.8	8.30
3	1	9.8	9.47
3	2	21.6	9.24
3	3	0	0.00
3	4	17.6	9.39
3	5	3.9	9.44
3	6	3.9	1.65
3	7	0	0.00
3	8	9.8	9.31
3	9	0	9.65
3	10	0	0.00
3	11	0	0.00
3	12	9.8	9.38
3	13	0	9.53
3	14	7.8	9.47
3	15	11.8	9.07
3	16	3.9	9.41
4	1	4.6	9.44
4	2	6.2	9.23
4	3	0	0.00
4	4	1.5	8.56
4	5	21.5	9.11
4	6	0	4.00
4	7	0	0.00
4	8	9.2	8.81
4	9	6.2	9.73
4	10	0	0.00
4	11	9.2	9.50
4	12	0	10.00
4	13	4.6	9.63
4	14	9.2	9.14
4	15	6.2	9.38
4	16	21.5	8.68
5	1	7.1	9.31
5	2	0	9.73
5	3	0	0.00
5	4	10.7	8.73
5	5	7.1	8.00
5	6	0	0.00
5	7	0	0.00
5	8	21.4	8.31
5	9	7.1	8.93
5	10	0	0.00
5	11	25	9.75
5	12	0	0.00
5	13	7.1	9.64
5	14	7.1	9.64
5	15	7.1	9.27
5	16	0	0.00
