year	benchmark	value	avg
1	1	8.3	9.19
1	2	8.3	9.24
1	3	0	0.00
1	4	8.3	9.54
1	5	8.3	9.11
1	6	8.3	1.82
1	7	8.3	9.35
1	8	8.3	8.95
1	9	8.3	9.44
1	10	0	0.00
1	11	0	9.54
1	12	8.3	9.20
1	13	8.3	9.36
1	14	8.3	9.49
1	15	0	9.34
1	16	8.3	8.96
2	1	8.3	9.33
2	2	8.3	9.24
2	3	0	0.00
2	4	8.3	9.54
2	5	8.3	9.15
2	6	8.3	1.75
2	7	8.3	9.44
2	8	8.3	9.05
2	9	8.3	9.52
2	10	0	0.00
2	11	4.2	9.50
2	12	8.3	9.36
2	13	8.3	9.47
2	14	0	9.60
2	15	8.3	9.48
2	16	4.2	9.08
3	1	10	9.31
3	2	10	9.31
3	3	0	0.00
3	4	10	9.59
3	5	10	9.19
3	6	10	1.84
3	7	0	9.43
3	8	10	8.97
3	9	10	9.50
3	10	0	0.00
3	11	0	9.47
3	12	10	9.31
3	13	10	9.46
3	14	0	9.57
3	15	0	9.36
3	16	10	9.20
4	1	7.1	9.33
4	2	7.1	9.33
4	3	0	0.00
4	4	7.1	9.25
4	5	7.1	9.25
4	6	7.1	1.74
4	7	7.1	9.34
4	8	7.1	8.99
4	9	7.1	9.52
4	10	0	0.00
4	11	7.1	9.56
4	12	7.1	9.31
4	13	7.1	9.45
4	14	7.1	9.60
4	15	7.1	9.45
4	16	7.1	9.10
5	1	7.7	9.27
5	2	7.7	9.27
5	3	0	0.00
5	4	7.7	9.31
5	5	7.7	9.31
5	6	7.7	1.78
5	7	0	9.40
5	8	7.7	9.01
5	9	7.7	9.53
5	10	0	0.00
5	11	7.7	9.57
5	12	7.7	9.28
5	13	7.7	9.39
5	14	7.7	9.61
5	15	7.7	9.54
5	16	7.7	9.22
