year	benchmark	value	avg
1	1	10.2	9.40
1	2	6.1	9.53
1	3	0	0.00
1	4	10.2	9.57
1	5	10.2	9.09
1	6	8.2	1.79
1	7	10.2	9.48
1	8	10.2	8.92
1	9	10.2	9.44
1	10	0	0.00
1	11	0	0.00
1	12	10.2	9.39
1	13	4.1	9.32
1	14	4.1	9.46
1	15	0	9.21
1	16	6.1	9.15
2	1	10	9.51
2	2	0	9.57
2	3	0	0.00
2	4	10	9.40
2	5	10	9.12
2	6	10	1.68
2	7	0	9.41
2	8	10	8.80
2	9	10	9.44
2	10	0	0.00
2	11	0	0.00
2	12	10	9.50
2	13	10	9.44
2	14	0	9.69
2	15	10	9.23
2	16	10	9.38
3	1	10.5	9.18
3	2	10.5	9.36
3	3	0	0.00
3	4	10.5	9.36
3	5	5.3	8.92
3	6	10.5	1.81
3	7	0	9.29
3	8	10.5	8.90
3	9	5.3	9.33
3	10	0	0.00
3	11	0	0.00
3	12	10.5	9.25
3	13	10.5	9.17
3	14	5.3	9.45
3	15	0	9.15
3	16	10.5	9.14
4	1	7.7	9.30
4	2	7.7	9.47
4	3	0	0.00
4	4	7.7	9.24
4	5	7.7	9.23
4	6	7.7	1.50
4	7	7.7	9.30
4	8	7.7	9.13
4	9	7.7	9.43
4	10	0	0.00
4	11	7.7	9.49
4	12	7.7	9.33
4	13	7.7	9.38
4	14	0	9.54
4	15	7.7	9.33
4	16	7.7	9.13
5	1	8.3	9.39
5	2	8.3	9.59
5	3	0	0.00
5	4	8.3	9.28
5	5	8.3	9.29
5	6	0	0.00
5	7	8.3	9.48
5	8	8.3	9.24
5	9	8.3	9.47
5	10	0	0.00
5	11	8.3	9.57
5	12	0	0.00
5	13	8.3	9.45
5	14	8.3	9.62
5	15	8.3	9.53
5	16	8.3	9.35
