year	benchmark	value	avg
1	1	10.8	8.84
1	2	10.8	9.20
1	3	6.9	9.39
1	4	10.8	9.26
1	5	10.8	8.69
1	6	10.8	1.83
1	7	2.9	8.95
1	8	10.8	8.56
1	9	2	9.11
1	10	0	0.00
1	11	0	9.30
1	12	2.9	8.98
1	13	4.9	8.86
1	14	3.9	9.04
1	15	6.9	8.97
1	16	4.9	8.44
2	1	2.5	9.01
2	2	6.2	9.14
2	3	1.9	9.00
2	4	11.2	9.37
2	5	11.2	8.82
2	6	11.2	1.96
2	7	5.6	8.68
2	8	11.2	8.70
2	9	5.6	9.32
2	10	0	0.00
2	11	1.9	9.30
2	12	11.2	9.03
2	13	3.1	9.17
2	14	6.2	9.24
2	15	1.9	9.24
2	16	9.3	8.59
3	1	11.1	8.86
3	2	0	9.24
3	3	0	9.69
3	4	11.1	9.16
3	5	11.1	8.70
3	6	11.1	1.82
3	7	0	9.00
3	8	11.1	8.59
3	9	5.6	9.16
3	10	0	0.00
3	11	0	8.56
3	12	11.1	9.14
3	13	5.6	8.84
3	14	0	9.08
3	15	11.1	8.93
3	16	11.1	8.43
4	1	8.3	9.08
4	2	8.3	9.16
4	3	0	0.00
4	4	8.3	9.05
4	5	8.3	8.90
4	6	8.3	1.81
4	7	8.3	8.90
4	8	8.3	8.87
4	9	8.3	9.43
4	10	0	0.00
4	11	0	0.00
4	12	8.3	9.12
4	13	8.3	9.21
4	14	0	9.37
4	15	8.3	9.36
4	16	8.3	8.67
5	1	9.1	9.08
5	2	9.1	9.15
5	3	0	0.00
5	4	9.1	8.99
5	5	9.1	9.00
5	6	9.1	1.77
5	7	9.1	8.81
5	8	9.1	9.02
5	9	0	9.39
5	10	0	0.00
5	11	0	0.00
5	12	9.1	9.20
5	13	9.1	9.26
5	14	0	9.36
5	15	9.1	9.29
5	16	9.1	8.85
