year	benchmark	value	avg
1	1	9.1	9.45
1	2	9.1	9.46
1	3	0	0
1	4	9.1	9.54
1	5	9.1	9.19
1	6	9.1	1.87
1	7	9.1	9.4
1	8	9.1	9.18
1	9	9.1	9.5
1	10	0	0
1	11	0	0
1	12	9.1	9.46
1	13	9.1	9.39
1	14	0	9.47
1	15	0	9.24
1	16	9.1	8.93
2	1	3.6	9.52
2	2	7.1	9.5
2	3	0	0
2	4	10.7	9.6
2	5	10.7	9.15
2	6	10.7	1.84
2	7	3.6	9.35
2	8	10.7	9.17
2	9	10.7	9.61
2	10	0	0
2	11	0	0
2	12	8.3	9.54
2	13	4.8	9.43
2	14	6	9.43
2	15	3.6	9.45
2	16	9.5	9.11
3	1	9.5	9.59
3	2	4.8	9.54
3	3	0	0
3	4	9.5	9.68
3	5	9.5	9.34
3	6	9.5	1.85
3	7	4.8	9.51
3	8	9.5	9.21
3	9	9.5	9.66
3	10	0	0
3	11	0	0
3	12	9.5	9.56
3	13	4.8	9.56
3	14	0	9.61
3	15	9.5	9.49
3	16	9.5	9.12
4	1	8.3	9.54
4	2	8.3	9.51
4	3	0	0
4	4	8.3	9.52
4	5	8.3	9.35
4	6	8.3	1.73
4	7	8.3	9.39
4	8	8.3	9.05
4	9	0	9.72
4	10	0	0
4	11	0	0
4	12	8.3	9.6
4	13	8.3	9.55
4	14	8.3	9.69
4	15	8.3	9.36
4	16	8.3	9.23
5	1	20	9.27
5	2	0	9.91
5	3	0	0
5	4	20	9.49
5	5	20	9.57
5	6	0	0
5	7	0	9.45
5	8	0	9
5	9	0	9.73
5	10	0	0
5	11	0	0
5	12	0	0
5	13	0	9.64
5	14	20	9.64
5	15	20	9.66
5	16	0	0
