year	benchmark	value	avg
1	1	11.3	9.01
1	2	4.8	9.04
1	3	0	0.00
1	4	11.3	9.44
1	5	11.3	8.71
1	6	11.3	1.83
1	7	11.3	8.74
1	8	3.2	8.82
1	9	1.6	9.27
1	10	0	0.00
1	11	0	0.00
1	12	9.7	8.70
1	13	3.2	9.10
1	14	3.2	9.27
1	15	11.3	9.25
1	16	6.5	8.61
2	1	4.3	9.08
2	2	7.4	9.16
2	3	0	0.00
2	4	16	9.37
2	5	7.8	8.78
2	6	6.1	1.84
2	7	4.5	8.83
2	8	11.9	8.80
2	9	6.7	9.39
2	10	0	0.00
2	11	0	0.00
2	12	7.3	9.03
2	13	9.7	9.19
2	14	6	9.37
2	15	6.3	9.44
2	16	6	9.05
3	1	7.3	9.31
3	2	5.5	9.30
3	3	0	0.00
3	4	15.9	9.49
3	5	8.6	8.97
3	6	8.8	1.75
3	7	5.8	9.25
3	8	8.8	8.82
3	9	4.9	9.27
3	10	0	0.00
3	11	0	0.00
3	12	8.8	9.17
3	13	9.1	9.27
3	14	6.5	9.39
3	15	4.7	9.38
3	16	5.4	8.76
4	1	6.7	9.34
4	2	3.6	9.34
4	3	0	0.00
4	4	10.7	9.21
4	5	13.4	9.13
4	6	8.5	1.81
4	7	4.5	9.26
4	8	5.4	9.02
4	9	12.1	9.36
4	10	0	0.00
4	11	0	0.00
4	12	15.2	9.25
4	13	3.6	9.35
4	14	4	9.44
4	15	4	9.51
4	16	8.5	9.01
5	1	0	9.43
5	2	12.5	9.43
5	3	0	0.00
5	4	12.5	9.27
5	5	12.5	9.35
5	6	12.5	1.64
5	7	0	9.31
5	8	12.5	9.10
5	9	0	9.52
5	10	0	0.00
5	11	0	0.00
5	12	12.5	9.26
5	13	0	9.51
5	14	0	9.57
5	15	12.5	9.53
5	16	12.5	9.22
